# n+239Pu
# Incident Energy =   19.90000
# Particle spectrum from Pre-equilibrium emission from 240P
# num energy points =  138
#  E (MeV)               g               n               p
  0.000000   0.0000000E+00   0.0000000E+00   0.0000000E+00
  0.199167   0.0000000E+00   0.1445934E-01   0.7675834E-12
  0.398333   0.0000000E+00   0.2682202E-01   0.7236419E-12
  0.597500   0.0000000E+00   0.3483687E-01   0.6824037E-12
  0.796667   0.0000000E+00   0.4483896E-01   0.6437046E-12
  0.995833   0.0000000E+00   0.5912705E-01   0.6073898E-12
  1.195000   0.0000000E+00   0.7285203E-01   0.5733132E-12
  1.394167   0.0000000E+00   0.8155559E-01   0.5413371E-12
  1.593333   0.0000000E+00   0.8590253E-01   0.5113316E-12
  1.792500   0.0000000E+00   0.8735741E-01   0.4831744E-12
  1.991667   0.0000000E+00   0.8691206E-01   0.4566949E-12
  2.190833   0.0000000E+00   0.8555333E-01   0.4318520E-12
  2.390000   0.0000000E+00   0.8395466E-01   0.4225097E-12
  2.589167   0.0000000E+00   0.8252643E-01   0.5931206E-12
  2.788333   0.0000000E+00   0.8130485E-01   0.1985255E-11
  2.987500   0.0000000E+00   0.8019484E-01   0.1018834E-10
  3.186667   0.0000000E+00   0.7914393E-01   0.5043535E-10
  3.385833   0.0000000E+00   0.7812474E-01   0.2194974E-09
  3.585000   0.0000000E+00   0.7714558E-01   0.8364652E-09
  3.784167   0.0000000E+00   0.7621935E-01   0.2835572E-08
  3.983333   0.0000000E+00   0.7537355E-01   0.8682246E-08
  4.182500   0.0000000E+00   0.7464126E-01   0.2431880E-07
  4.381667   0.0000000E+00   0.7404088E-01   0.6308326E-07
  4.580833   0.0000000E+00   0.7357142E-01   0.1523157E-06
  4.780000   0.0000000E+00   0.7323854E-01   0.3442456E-06
  4.979167   0.0000000E+00   0.7306620E-01   0.7352449E-06
  5.178333   0.0000000E+00   0.7305206E-01   0.1489656E-05
  5.377500   0.0000000E+00   0.7317198E-01   0.2979449E-05
  5.576667   0.0000000E+00   0.7341103E-01   0.2736704E-04
  5.775833   0.0000000E+00   0.7373642E-01   0.4093290E-04
  5.975000   0.0000000E+00   0.7408882E-01   0.5919851E-04
  6.174167   0.0000000E+00   0.7441114E-01   0.9069639E-04
  6.373333   0.0000000E+00   0.7464785E-01   0.1345229E-03
  6.572500   0.0000000E+00   0.7474201E-01   0.2060394E-03
  6.771667   0.0000000E+00   0.7467128E-01   0.2831715E-03
  6.970833   0.0000000E+00   0.7440832E-01   0.4220485E-03
