# n+239Pu
# Incident Energy =    9.90000
# Particle spectrum from Pre-equilibrium emission from 240P
# num energy points =  138
#  E (MeV)               g               n               p
  0.000000   0.0000000E+00   0.0000000E+00   0.0000000E+00
  0.199167   0.0000000E+00   0.3952125E-01   0.5139191E-09
  0.398333   0.0000000E+00   0.7076058E-01   0.4683724E-09
  0.597500   0.0000000E+00   0.8883963E-01   0.4276034E-09
  0.796667   0.0000000E+00   0.1106998E+00   0.3910661E-09
  0.995833   0.0000000E+00   0.1415325E+00   0.3582764E-09
  1.195000   0.0000000E+00   0.1693314E+00   0.3288056E-09
  1.394167   0.0000000E+00   0.1843357E+00   0.3022744E-09
  1.593333   0.0000000E+00   0.1890752E+00   0.2783477E-09
  1.792500   0.0000000E+00   0.1874942E+00   0.2567295E-09
  1.991667   0.0000000E+00   0.1821302E+00   0.2371296E-09
  2.190833   0.0000000E+00   0.1752548E+00   0.2193538E-09
  2.390000   0.0000000E+00   0.1682996E+00   0.2101445E-09
  2.589167   0.0000000E+00   0.1620553E+00   0.2891153E-09
  2.788333   0.0000000E+00   0.1565305E+00   0.9491148E-09
  2.987500   0.0000000E+00   0.1514822E+00   0.4780323E-08
  3.186667   0.0000000E+00   0.1467678E+00   0.2323610E-07
  3.385833   0.0000000E+00   0.1423006E+00   0.9933486E-07
  3.585000   0.0000000E+00   0.1380642E+00   0.3719442E-06
  3.784167   0.0000000E+00   0.1340512E+00   0.1239035E-05
  3.983333   0.0000000E+00   0.1302801E+00   0.3728058E-05
  4.182500   0.0000000E+00   0.1267773E+00   0.1025963E-04
  4.381667   0.0000000E+00   0.1235426E+00   0.2614016E-04
  4.580833   0.0000000E+00   0.1205428E+00   0.6196389E-04
  4.780000   0.0000000E+00   0.1177566E+00   0.1373989E-03
  4.979167   0.0000000E+00   0.1151910E+00   0.2876796E-03
  5.178333   0.0000000E+00   0.1128074E+00   0.5707947E-03
  5.377500   0.0000000E+00   0.1105403E+00   0.1116618E-02
  5.576667   0.0000000E+00   0.1083313E+00   0.1001677E-01
  5.775833   0.0000000E+00   0.1061009E+00   0.1460616E-01
  5.975000   0.0000000E+00   0.1037353E+00   0.2055107E-01
  6.174167   0.0000000E+00   0.1011313E+00   0.3055705E-01
  6.373333   0.0000000E+00   0.9819586E-01   0.4385971E-01
  6.572500   0.0000000E+00   0.9484309E-01   0.6478775E-01
  6.771667   0.0000000E+00   0.9104009E-01   0.8552956E-01
