# n+239Pu
# Incident Energy =    7.90000
# Particle spectrum from Pre-equilibrium emission from 240P
# num energy points =  138
#  E (MeV)               g               n               p
  0.000000   0.0000000E+00   0.0000000E+00   0.0000000E+00
  0.199167   0.0000000E+00   0.5220732E-01   0.1549786E-07
  0.398333   0.0000000E+00   0.9271039E-01   0.1402360E-07
  0.597500   0.0000000E+00   0.1155363E+00   0.1271950E-07
  0.796667   0.0000000E+00   0.1430040E+00   0.1156297E-07
  0.995833   0.0000000E+00   0.1817178E+00   0.1053448E-07
  1.195000   0.0000000E+00   0.2161856E+00   0.9617172E-08
  1.394167   0.0000000E+00   0.2341025E+00   0.8796657E-08
  1.593333   0.0000000E+00   0.2389179E+00   0.8060501E-08
  1.792500   0.0000000E+00   0.2357636E+00   0.7397975E-08
  1.991667   0.0000000E+00   0.2279027E+00   0.6798997E-08
  2.190833   0.0000000E+00   0.2182049E+00   0.6256610E-08
  2.390000   0.0000000E+00   0.2084483E+00   0.5960922E-08
  2.589167   0.0000000E+00   0.1995897E+00   0.8152431E-08
  2.788333   0.0000000E+00   0.1916068E+00   0.2659044E-07
  2.987500   0.0000000E+00   0.1841771E+00   0.1329761E-06
  3.186667   0.0000000E+00   0.1770970E+00   0.6412890E-06
  3.385833   0.0000000E+00   0.1702625E+00   0.2717470E-05
  3.585000   0.0000000E+00   0.1636210E+00   0.1007521E-04
  3.784167   0.0000000E+00   0.1571485E+00   0.3319131E-04
  3.983333   0.0000000E+00   0.1508495E+00   0.9861602E-04
  4.182500   0.0000000E+00   0.1447341E+00   0.2675287E-03
  4.381667   0.0000000E+00   0.1387767E+00   0.6705565E-03
  4.580833   0.0000000E+00   0.1329103E+00   0.1559920E-02
  4.780000   0.0000000E+00   0.1270765E+00   0.3384701E-02
  4.979167   0.0000000E+00   0.1212413E+00   0.6910125E-02
  5.178333   0.0000000E+00   0.1153051E+00   0.1331019E-01
  5.377500   0.0000000E+00   0.1091615E+00   0.2514304E-01
  5.576667   0.0000000E+00   0.1026679E+00   0.2162834E+00
