# n+239Pu
# Incident Energy =    8.70000
# Particle spectrum from Pre-equilibrium emission from 240P
# num energy points =  138
#  E (MeV)               g               n               p
  0.000000   0.0000000E+00   0.0000000E+00   0.0000000E+00
  0.199167   0.0000000E+00   0.4643203E-01   0.3373032E-08
  0.398333   0.0000000E+00   0.8271464E-01   0.3060498E-08
  0.597500   0.0000000E+00   0.1033721E+00   0.2782812E-08
  0.796667   0.0000000E+00   0.1282728E+00   0.2535611E-08
  0.995833   0.0000000E+00   0.1633804E+00   0.2315085E-08
  1.195000   0.0000000E+00   0.1947960E+00   0.2117915E-08
  1.394167   0.0000000E+00   0.2113806E+00   0.1941207E-08
  1.593333   0.0000000E+00   0.2161724E+00   0.1782442E-08
  1.792500   0.0000000E+00   0.2137567E+00   0.1639423E-08
  1.991667   0.0000000E+00   0.2070668E+00   0.1510056E-08
  2.190833   0.0000000E+00   0.1987003E+00   0.1392918E-08
  2.390000   0.0000000E+00   0.1902779E+00   0.1330545E-08
  2.589167   0.0000000E+00   0.1826816E+00   0.1824939E-08
  2.788333   0.0000000E+00   0.1759033E+00   0.5971333E-08
  2.987500   0.0000000E+00   0.1696582E+00   0.2996890E-07
  3.186667   0.0000000E+00   0.1637743E+00   0.1451102E-06
  3.385833   0.0000000E+00   0.1581448E+00   0.6177163E-06
  3.585000   0.0000000E+00   0.1527425E+00   0.2302072E-05
  3.784167   0.0000000E+00   0.1475511E+00   0.7628619E-05
  3.983333   0.0000000E+00   0.1425783E+00   0.2281899E-04
  4.182500   0.0000000E+00   0.1378543E+00   0.6238518E-04
  4.381667   0.0000000E+00   0.1333590E+00   0.1577741E-03
  4.580833   0.0000000E+00   0.1290452E+00   0.3708685E-03
  4.780000   0.0000000E+00   0.1248765E+00   0.8145611E-03
  4.979167   0.0000000E+00   0.1208443E+00   0.1687048E-02
  5.178333   0.0000000E+00   0.1168902E+00   0.3305878E-02
  5.377500   0.0000000E+00   0.1129192E+00   0.6374943E-02
  5.576667   0.0000000E+00   0.1088508E+00   0.5624210E-01
  5.775833   0.0000000E+00   0.1045769E+00   0.8042797E-01
  5.975000   0.0000000E+00   0.9994979E-01   0.1105856E+00
  6.174167   0.0000000E+00   0.9485709E-01   0.1599801E+00
  6.373333   0.0000000E+00   0.8916903E-01   0.2221269E+00
  6.572500   0.0000000E+00   0.8277964E-01   0.3149872E+00
  6.771667   0.0000000E+00   0.7563044E-01   0.3950445E+00
  6.970833   0.0000000E+00   0.6765666E-01   0.5268350E+00
  7.170000   0.0000000E+00   0.5880808E-01   0.6724059E+00
  7.369167   0.0000000E+00   0.4902373E-01   0.8042436E+00
  7.568333   0.0000000E+00   0.3823889E-01   0.8683192E+00
  7.767500   0.0000000E+00   0.2623396E-01   0.7969156E+00
  7.966667   0.0000000E+00   0.0000000E+00   0.0000000E+00
