# n+239Pu
# Incident Energy =   20.90000
# Particle spectrum from Pre-equilibrium emission from 240P
# num energy points =  138
#  E (MeV)               g               n               p
  0.000000   0.0000000E+00   0.0000000E+00   0.0000000E+00
  0.199167   0.0000000E+00   0.1332689E-01   0.5911006E-12
  0.398333   0.0000000E+00   0.2478087E-01   0.5586063E-12
  0.597500   0.0000000E+00   0.3226207E-01   0.5280229E-12
  0.796667   0.0000000E+00   0.4162165E-01   0.4992400E-12
  0.995833   0.0000000E+00   0.5501008E-01   0.4721529E-12
  1.195000   0.0000000E+00   0.6793140E-01   0.4466628E-12
  1.394167   0.0000000E+00   0.7621408E-01   0.4226759E-12
  1.593333   0.0000000E+00   0.8044868E-01   0.4001039E-12
  1.792500   0.0000000E+00   0.8198272E-01   0.3788631E-12
  1.991667   0.0000000E+00   0.8173153E-01   0.3588310E-12
  2.190833   0.0000000E+00   0.8061397E-01   0.3399857E-12
  2.390000   0.0000000E+00   0.7926076E-01   0.3332732E-12
  2.589167   0.0000000E+00   0.7805890E-01   0.4687274E-12
  2.788333   0.0000000E+00   0.7704371E-01   0.1571747E-11
  2.987500   0.0000000E+00   0.7612613E-01   0.8080428E-11
  3.186667   0.0000000E+00   0.7525697E-01   0.4006870E-10
  3.385833   0.0000000E+00   0.7441056E-01   0.1746684E-09
  3.585000   0.0000000E+00   0.7359516E-01   0.6666882E-09
  3.784167   0.0000000E+00   0.7282343E-01   0.2263503E-08
  3.983333   0.0000000E+00   0.7212211E-01   0.6940876E-08
  4.182500   0.0000000E+00   0.7152343E-01   0.1946895E-07
  4.381667   0.0000000E+00   0.7104570E-01   0.5057198E-07
  4.580833   0.0000000E+00   0.7068870E-01   0.1222683E-06
  4.780000   0.0000000E+00   0.7045855E-01   0.2766876E-06
  4.979167   0.0000000E+00   0.7037902E-01   0.5916776E-06
  5.178333   0.0000000E+00   0.7044861E-01   0.1200195E-05
  5.377500   0.0000000E+00   0.7064473E-01   0.2403236E-05
  5.576667   0.0000000E+00   0.7095358E-01   0.2209868E-04
  5.775833   0.0000000E+00   0.7134402E-01   0.3308822E-04
  5.975000   0.0000000E+00   0.7175901E-01   0.4790272E-04
  6.174167   0.0000000E+00   0.7214353E-01   0.7346415E-04
  6.373333   0.0000000E+00   0.7244381E-01   0.1090704E-03
  6.572500   0.0000000E+00   0.7260457E-01   0.1672155E-03
  6.771667   0.0000000E+00   0.7260395E-01   0.2300297E-03
  6.970833   0.0000000E+00   0.7241520E-01   0.3431618E-03
  7.170000   0.0000000E+00   0.7203290E-01   0.5038556E-03
  7.369167   0.0000000E+00   0.7151590E-01   0.7238766E-03
  7.568333   0.0000000E+00   0.7084226E-01   0.1008551E-02
  7.767500   0.0000000E+00   0.7005308E-01   0.1383761E-02
  7.966667   0.0000000E+00   0.6918051E-01   0.1868502E-02
  8.165833   0.0000000E+00   0.6821989E-01   0.2473801E-02
  8.365000   0.0000000E+00   0.6722309E-01   0.3238181E-02
  8.564167   0.0000000E+00   0.6619148E-01   0.4187016E-02
  8.763333   0.0000000E+00   0.6513225E-01   0.5351039E-02
  8.962500   0.0000000E+00   0.6406981E-01   0.6751734E-02
  9.161667   0.0000000E+00   0.6300465E-01   0.8419791E-02
  9.360833   0.0000000E+00   0.6194422E-01   0.1038370E-01
  9.560000   0.0000000E+00   0.6090500E-01   0.1267976E-01
  9.759167   0.0000000E+00   0.5988414E-01   0.1533537E-01
  9.958333   0.0000000E+00   0.5888266E-01   0.1837822E-01
 10.157500   0.0000000E+00   0.5790212E-01   0.2182370E-01
 10.356667   0.0000000E+00   0.5693933E-01   0.2568474E-01
 10.555833   0.0000000E+00   0.5599106E-01   0.2998365E-01
 10.755000   0.0000000E+00   0.5505461E-01   0.3472968E-01
 10.954167   0.0000000E+00   0.5412511E-01   0.3984553E-01
 11.153333   0.0000000E+00   0.5319734E-01   0.4535417E-01
 11.352500   0.0000000E+00   0.5226712E-01   0.5123470E-01
 11.551667   0.0000000E+00   0.5133204E-01   0.5743060E-01
 11.750833   0.0000000E+00   0.5039165E-01   0.6380518E-01
 11.950000   0.0000000E+00   0.4943969E-01   0.7036158E-01
 12.149167   0.0000000E+00   0.4847339E-01   0.7704340E-01
 12.348333   0.0000000E+00   0.4749392E-01   0.8376425E-01
 12.547500   0.0000000E+00   0.4651079E-01   0.9034949E-01
 12.746667   0.0000000E+00   0.4551420E-01   0.9679330E-01
 12.945833   0.0000000E+00   0.4450316E-01   0.1030266E+00
 13.145000   0.0000000E+00   0.4347707E-01   0.1089874E+00
 13.344167   0.0000000E+00   0.4245786E-01   0.1145860E+00
 13.543333   0.0000000E+00   0.4143366E-01   0.1197765E+00
 13.742500   0.0000000E+00   0.4040230E-01   0.1245139E+00
 13.941667   0.0000000E+00   0.3936369E-01   0.1287594E+00
 14.140833   0.0000000E+00   0.3832214E-01   0.1325230E+00
 14.340000   0.0000000E+00   0.3728832E-01   0.1358802E+00
 14.539167   0.0000000E+00   0.3625254E-01   0.1387209E+00
 14.738333   0.0000000E+00   0.3521445E-01   0.1410279E+00
 14.937500   0.0000000E+00   0.3417375E-01   0.1427915E+00
 15.136667   0.0000000E+00   0.3313196E-01   0.1440769E+00
 15.335833   0.0000000E+00   0.3209186E-01   0.1450074E+00
 15.535000   0.0000000E+00   0.3104898E-01   0.1454447E+00
 15.734167   0.0000000E+00   0.3000239E-01   0.1453824E+00
 15.933333   0.0000000E+00   0.2895114E-01   0.1448162E+00
 16.132500   0.0000000E+00   0.2789415E-01   0.1437454E+00
 16.331667   0.0000000E+00   0.2682660E-01   0.1423480E+00
 16.530833   0.0000000E+00   0.2574921E-01   0.1404732E+00
 16.730000   0.0000000E+00   0.2466049E-01   0.1381101E+00
 16.929167   0.0000000E+00   0.2355889E-01   0.1352489E+00
 17.128333   0.0000000E+00   0.2244276E-01   0.1318818E+00
 17.327500   0.0000000E+00   0.2130844E-01   0.1280377E+00
 17.526667   0.0000000E+00   0.2015079E-01   0.1237564E+00
 17.725833   0.0000000E+00   0.1897109E-01   0.1189538E+00
 17.925000   0.0000000E+00   0.1776726E-01   0.1136127E+00
 18.124167   0.0000000E+00   0.1653697E-01   0.1077151E+00
 18.323333   0.0000000E+00   0.1527781E-01   0.1012426E+00
 18.522500   0.0000000E+00   0.1398599E-01   0.9418764E-01
 18.721667   0.0000000E+00   0.1265621E-01   0.8655314E-01
 18.920833   0.0000000E+00   0.1128619E-01   0.7826161E-01
 19.120000   0.0000000E+00   0.9870525E-02   0.6926629E-01
 19.319167   0.0000000E+00   0.8401879E-02   0.5950603E-01
 19.518333   0.0000000E+00   0.6868632E-02   0.4889182E-01
 19.717500   0.0000000E+00   0.5257361E-02   0.3731225E-01
 19.916667   0.0000000E+00   0.3541707E-02   0.2457316E-01
 20.115833   0.0000000E+00   0.0000000E+00   0.0000000E+00
 20.315000   0.0000000E+00   0.0000000E+00   0.0000000E+00
 20.514167   0.0000000E+00   0.0000000E+00   0.0000000E+00
 20.713333   0.0000000E+00   0.0000000E+00   0.0000000E+00
 20.912500   0.0000000E+00   0.0000000E+00   0.0000000E+00
 21.111667   0.0000000E+00   0.0000000E+00   0.0000000E+00
 21.310833   0.0000000E+00   0.0000000E+00   0.0000000E+00
