# n+239Pu
# Incident Energy =   13.90000
# Particle spectrum from Pre-equilibrium emission from 240P
# num energy points =  138
#  E (MeV)               g               n               p
  0.000000   0.0000000E+00   0.0000000E+00   0.0000000E+00
  0.199167   0.0000000E+00   0.2508387E-01   0.9926862E-11
  0.398333   0.0000000E+00   0.4566598E-01   0.9187779E-11
  0.597500   0.0000000E+00   0.5823917E-01   0.8510490E-11
  0.796667   0.0000000E+00   0.7364373E-01   0.7889701E-11
  0.995833   0.0000000E+00   0.9545721E-01   0.7320548E-11
  1.195000   0.0000000E+00   0.1156783E+00   0.6798569E-11
  1.394167   0.0000000E+00   0.1274393E+00   0.6319668E-11
  1.593333   0.0000000E+00   0.1321753E+00   0.5880094E-11
  1.792500   0.0000000E+00   0.1324334E+00   0.5476410E-11
  1.991667   0.0000000E+00   0.1298944E+00   0.5104856E-11
  2.190833   0.0000000E+00   0.1261300E+00   0.4763322E-11
  2.390000   0.0000000E+00   0.1221668E+00   0.4601268E-11
  2.589167   0.0000000E+00   0.1185987E+00   0.6381055E-11
  2.788333   0.0000000E+00   0.1154586E+00   0.2111103E-10
  2.987500   0.0000000E+00   0.1125942E+00   0.1071437E-09
  3.186667   0.0000000E+00   0.1099191E+00   0.5247870E-09
  3.385833   0.0000000E+00   0.1073855E+00   0.2260819E-08
  3.585000   0.0000000E+00   0.1049956E+00   0.8532229E-08
  3.784167   0.0000000E+00   0.1027579E+00   0.2865552E-07
  3.983333   0.0000000E+00   0.1007002E+00   0.8695850E-07
  4.182500   0.0000000E+00   0.9885644E-01   0.2414774E-06
  4.381667   0.0000000E+00   0.9724057E-01   0.6211936E-06
  4.580833   0.0000000E+00   0.9584092E-01   0.1487790E-05
  4.780000   0.0000000E+00   0.9465489E-01   0.3336075E-05
  4.979167   0.0000000E+00   0.9370356E-01   0.7070273E-05
  5.178333   0.0000000E+00   0.9297396E-01   0.1421584E-04
  5.377500   0.0000000E+00   0.9242592E-01   0.2821824E-04
  5.576667   0.0000000E+00   0.9203194E-01   0.2572364E-03
  5.775833   0.0000000E+00   0.9174295E-01   0.3818293E-03
  5.975000   0.0000000E+00   0.9147830E-01   0.5479728E-03
  6.174167   0.0000000E+00   0.9116236E-01   0.8329638E-03
  6.373333   0.0000000E+00   0.9072350E-01   0.1225557E-02
  6.572500   0.0000000E+00   0.9009061E-01   0.1861563E-02
  6.771667   0.0000000E+00   0.8923655E-01   0.2536482E-02
  6.970833   0.0000000E+00   0.8812914E-01   0.3746606E-02
  7.170000   0.0000000E+00   0.8676391E-01   0.5444428E-02
  7.369167   0.0000000E+00   0.8521371E-01   0.7737553E-02
  7.568333   0.0000000E+00   0.8345373E-01   0.1065820E-01
  7.767500   0.0000000E+00   0.8153430E-01   0.1444821E-01
  7.966667   0.0000000E+00   0.7949377E-01   0.1926178E-01
  8.165833   0.0000000E+00   0.7732734E-01   0.2515713E-01
  8.365000   0.0000000E+00   0.7509419E-01   0.3245568E-01
  8.564167   0.0000000E+00   0.7279491E-01   0.4131795E-01
  8.763333   0.0000000E+00   0.7043665E-01   0.5192955E-01
  8.962500   0.0000000E+00   0.6804448E-01   0.6435340E-01
  9.161667   0.0000000E+00   0.6561667E-01   0.7870567E-01
  9.360833   0.0000000E+00   0.6315928E-01   0.9503765E-01
  9.560000   0.0000000E+00   0.6068571E-01   0.1134211E+00
  9.759167   0.0000000E+00   0.5818933E-01   0.1337861E+00
  9.958333   0.0000000E+00   0.5566716E-01   0.1560001E+00
 10.157500   0.0000000E+00   0.5311622E-01   0.1797539E+00
 10.356667   0.0000000E+00   0.5052867E-01   0.2046442E+00
 10.555833   0.0000000E+00   0.4789643E-01   0.2302575E+00
 10.755000   0.0000000E+00   0.4521164E-01   0.2559758E+00
