 4.5E+06     0            
 4.7E+06     0.0126369    
 5E+06       0.0272809    
 5.25E+06    0.0586287    
 5.3E+06     0.0644443    
 5.32052E+06 0.0664943    
 5.5E+06     0.082309     
 5.75E+06    0.111927     
 5.8E+06     0.120913     
 6E+06       0.195448     
 6.2E+06     0.2935       
 6.25E+06    0.322234     
 6.5E+06     0.472773     
 6.75E+06    0.596437     
 7E+06       0.69667      
 7.25E+06    0.794707     
 7.5E+06     0.868435     
 7.75E+06    0.913418     
 8E+06       0.962437     
 8.25E+06    0.986597     
 8.5E+06     0.994258     
 8.75E+06    0.996907     
 9E+06       0.999001     
 9.25E+06    1.00136      
 9.5E+06     1.00357      
 9.75E+06    1.00614      
 1E+07       1.00536      
 1.025E+07   0.998991     
 1.05E+07    0.991971     
 1.075E+07   0.986243     
 1.1E+07     0.980322     
 1.125E+07   0.965402     
 1.15E+07    0.947993     
 1.175E+07   0.938499     
 1.2E+07     0.929057     
 1.21944E+07 0.919024     
 1.225E+07   0.916271     
 1.25E+07    0.905259     
 1.275E+07   0.89561      
 1.3E+07     0.886532     
 1.325E+07   0.88025      
 1.35E+07    0.875906     
 1.375E+07   0.869969     
 1.4E+07     0.860463     
 1.425E+07   0.845969     
 1.45E+07    0.837798     
 1.475E+07   0.833475     
 1.5E+07     0.830738     
 1.525E+07   0.828702     
 1.55E+07    0.825758     
 1.575E+07   0.820882     
 1.6E+07     0.814498     
 1.65E+07    0.803566     
 1.7E+07     0.794046     
 1.75E+07    0.793571     
 1.79624E+07 0.794489     
 1.8E+07     0.794186     
 1.85E+07    0.791673     
 1.9E+07     0.790099     
 1.95E+07    0.780499     
 2E+07       0.7745       
