 4.700000e+06 1.087580e+00
 5.000000e+06 1.045106e+00
 5.250000e+06 1.000577e+00
 5.300000e+06 9.921386e-01
 5.320521e+06 9.888216e-01
 5.500000e+06 9.546750e-01
 5.750000e+06 9.220372e-01
 5.800000e+06 9.169718e-01
 6.000000e+06 8.956177e-01
 6.200000e+06 8.850142e-01
 6.250000e+06 8.810167e-01
 6.500000e+06 8.599434e-01
 6.750000e+06 8.487618e-01
 7.000000e+06 8.457347e-01
 7.250000e+06 8.387276e-01
 7.500000e+06 8.319887e-01
 7.750000e+06 8.246813e-01
 8.000000e+06 8.228284e-01
 8.250000e+06 8.109286e-01
 8.500000e+06 7.986675e-01
 8.750000e+06 7.888766e-01
 9.000000e+06 7.801728e-01
 9.250000e+06 7.723819e-01
 9.500000e+06 7.649207e-01
 9.750000e+06 7.569007e-01
 1.000000e+07 7.483720e-01
 1.025000e+07 7.389509e-01
 1.050000e+07 7.298184e-01
 1.075000e+07 7.193969e-01
 1.100000e+07 7.092597e-01
 1.125000e+07 6.965381e-01
 1.150000e+07 6.831827e-01
 1.175000e+07 6.761375e-01
 1.200000e+07 6.694410e-01
 1.219440e+07 6.623398e-01
 1.225000e+07 6.604124e-01
 1.250000e+07 6.527607e-01
 1.275000e+07 6.453915e-01
 1.300000e+07 6.385078e-01
 1.325000e+07 6.332222e-01
 1.350000e+07 6.293223e-01
 1.375000e+07 6.243201e-01
 1.400000e+07 6.163673e-01
 1.425000e+07 6.081715e-01
 1.450000e+07 5.976975e-01
 1.475000e+07 5.935482e-01
 1.500000e+07 5.889841e-01
 1.525000e+07 5.834588e-01
 1.550000e+07 5.766585e-01
 1.575000e+07 5.649796e-01
 1.600000e+07 5.505304e-01
 1.650000e+07 5.191183e-01
 1.700000e+07 4.862034e-01
 1.750000e+07 4.567219e-01
 1.796240e+07 4.301885e-01
 1.800000e+07 4.280244e-01
 1.850000e+07 3.977076e-01
 1.900000e+07 3.678458e-01
 1.950000e+07 3.347250e-01
 2.000000e+07 3.040609e-01
