 9.5E+06     0            
 9.75E+06    0.000440406  
 1E+07       0.00480658   
 1.025E+07   0.0153568    
 1.05E+07    0.0259276    
 1.075E+07   0.0362737    
 1.1E+07     0.0466138    
 1.125E+07   0.0584367    
 1.15E+07    0.0718712    
 1.175E+07   0.0864818    
 1.2E+07     0.123242     
 1.21944E+07 0.168607     
 1.225E+07   0.181704     
 1.25E+07    0.241104     
 1.275E+07   0.301121     
 1.3E+07     0.361122     
 1.325E+07   0.421444     
 1.35E+07    0.482966     
 1.375E+07   0.544495     
 1.4E+07     0.60307      
 1.425E+07   0.63567      
 1.45E+07    0.655154     
 1.475E+07   0.681084     
 1.5E+07     0.704884     
 1.525E+07   0.72534      
 1.55E+07    0.745248     
 1.575E+07   0.7658       
 1.6E+07     0.781047     
 1.65E+07    0.791243     
 1.7E+07     0.799246     
 1.75E+07    0.800088     
 1.79624E+07 0.798491     
 1.8E+07     0.798397     
 1.85E+07    0.799742     
 1.9E+07     0.801748     
 1.95E+07    0.794818     
 2E+07       0.79111      
