E(MeV)      PFNS    Unc.(PFNS)  Unc.(%)    
0.105925 0.216980 0.028731 13.241200
0.118851 0.199548 0.025595 12.826700
0.133353 0.223759 0.024314 10.866200
0.149624 0.239886 0.023537 9.811900
0.167880 0.212475 0.019868 9.350780
0.188365 0.244007 0.019936 8.170150
0.211349 0.258036 0.019938 7.726810
0.237137 0.273475 0.020540 7.510610
0.266073 0.282493 0.021075 7.460230
0.298538 0.276594 0.020893 7.553510
0.334965 0.303720 0.023002 7.573450
0.375837 0.303256 0.023195 7.648790
0.421697 0.300310 0.023569 7.848240
0.473151 0.339376 0.026872 7.918090
0.530884 0.351622 0.027493 7.819000
0.595662 0.278728 0.021900 7.857050
0.668344 0.317472 0.021424 6.748160
0.749894 0.317489 0.019521 6.148470
0.841395 0.353126 0.018788 5.320400
0.944061 0.304906 0.014981 4.913340
1.059250 0.300521 0.013966 4.647290
1.188510 0.300083 0.013947 4.647720
1.333530 0.307241 0.014854 4.834630
1.496240 0.291425 0.015780 5.414650
0.944061 0.320394 0.010475 3.269550
1.059250 0.322707 0.008504 2.635260
1.188510 0.307936 0.007529 2.445100
1.333530 0.291170 0.006776 2.327070
1.496240 0.274031 0.006302 2.299670
1.678800 0.258209 0.005925 2.294540
1.883650 0.242958 0.005582 2.297380
2.113490 0.221899 0.005114 2.304740
2.371370 0.196704 0.004558 2.317010
2.660730 0.172987 0.004075 2.355920
2.985380 0.149428 0.003560 2.382740
3.349650 0.124810 0.003011 2.412620
3.758370 0.100342 0.002455 2.446160
4.216970 0.078363 0.001967 2.509830
4.731510 0.059318 0.001540 2.596220
5.308840 0.042343 0.001146 2.705290
5.956620 0.027658 0.000803 2.904920
6.683440 0.017271 0.000553 3.200160
7.498940 0.009885 0.000383 3.875210
8.413950 0.006094 0.000288 4.721250
9.440610 0.003039 0.000214 7.049150
