E(MeV)      PFNS    Unc.(PFNS)  Unc.(%)    
0.010592 0.154491 0.145493 94.175500
0.011885 0.096005 0.117333 122.216000
0.013335 0.111297 0.090146 80.996200
0.014962 0.178855 0.085418 47.758600
0.016788 0.120135 0.085645 71.291100
0.018836 0.098653 0.079522 80.607900
0.021135 0.075266 0.071111 94.479500
0.023714 0.017898 0.067303 376.033000
0.026607 0.083154 0.062264 74.877800
0.029854 0.192977 0.054883 28.440000
0.033496 0.134400 0.049352 36.720300
0.037584 0.116236 0.043756 37.643500
0.042170 0.117234 0.037947 32.368700
0.047315 0.177877 0.035277 19.832400
0.053088 0.162906 0.033297 20.439100
0.059566 0.181226 0.032563 17.968300
0.066834 0.183653 0.031622 17.218100
0.074989 0.149270 0.030439 20.391700
0.084140 0.180567 0.030699 17.001300
0.094406 0.209180 0.028794 13.765200
0.105925 0.201929 0.025264 12.511300
0.118851 0.231651 0.024292 10.486600
0.133353 0.240878 0.022759 9.448480
0.149624 0.246536 0.021800 8.842640
0.167880 0.234291 0.019430 8.293180
0.188365 0.273455 0.020452 7.479120
0.211349 0.270648 0.019739 7.293330
0.237137 0.290124 0.020819 7.175870
0.266073 0.289925 0.020740 7.153510
0.298538 0.302631 0.021795 7.201790
0.334965 0.292138 0.021248 7.273300
0.375837 0.308567 0.022409 7.262350
0.421697 0.306382 0.022546 7.358690
0.473151 0.319173 0.023948 7.503060
0.530884 0.320212 0.023889 7.460320
0.595662 0.329377 0.022654 6.877870
0.668344 0.316294 0.019747 6.243100
0.749894 0.293718 0.017084 5.816640
0.841395 0.314951 0.016012 5.083850
0.944061 0.305187 0.013506 4.425390
1.059250 0.301737 0.012802 4.242940
1.188510 0.285293 0.012429 4.356660
1.333530 0.300037 0.013722 4.573550
1.496240 0.289224 0.015054 5.205100
0.944061 0.313508 0.010320 3.291750
1.059250 0.311991 0.008175 2.620350
1.188510 0.303205 0.007402 2.441340
1.333530 0.288931 0.006767 2.341910
1.496240 0.272383 0.006340 2.327510
1.678800 0.257971 0.006016 2.331970
1.883650 0.240188 0.005623 2.341280
2.113490 0.218251 0.005133 2.351670
2.371370 0.197812 0.004675 2.363560
2.660730 0.173876 0.004161 2.393300
2.985380 0.148549 0.003589 2.415920
3.349650 0.122434 0.002983 2.436810
3.758370 0.098019 0.002408 2.456420
4.216970 0.076077 0.001902 2.500570
4.731510 0.056870 0.001456 2.560200
5.308840 0.039456 0.001039 2.634050
5.956620 0.026585 0.000736 2.768430
6.683440 0.016972 0.000506 2.980530
7.498940 0.009902 0.000353 3.568900
8.413950 0.005795 0.000264 4.554410
9.440610 0.002835 0.000207 7.312000
