E(MeV)      PFNS    Unc.(PFNS)  Unc.(%)    
0.010592 0.085127 0.147645 173.440000
0.011885 0.088115 0.113385 128.679000
0.013335 0.068695 0.080735 117.526000
0.014962 0.089702 0.076538 85.325100
0.016788 0.132759 0.078479 59.114200
0.018836 0.092426 0.074054 80.122200
0.021135 0.116621 0.064949 55.692600
0.023714 0.110231 0.061713 55.985400
0.026607 0.125173 0.057914 46.266900
0.029854 0.129430 0.050192 38.779100
0.033496 0.127043 0.044329 34.892600
0.037584 0.149488 0.038365 25.664000
0.042170 0.122036 0.032414 26.561100
0.047315 0.154356 0.029133 18.873700
0.053088 0.159526 0.027469 17.219100
0.059566 0.160442 0.026578 16.565500
0.066834 0.163967 0.025789 15.728400
0.074989 0.173913 0.025508 14.667400
0.084140 0.198095 0.025487 12.866300
0.094406 0.191712 0.022800 11.892900
0.105925 0.190176 0.019648 10.331600
0.118851 0.210138 0.018270 8.694230
0.133353 0.228532 0.017244 7.545780
0.149624 0.227713 0.016491 7.242100
0.167880 0.245633 0.016284 6.629350
0.188365 0.254494 0.015985 6.281170
0.211349 0.260801 0.016177 6.202720
0.237137 0.271049 0.016703 6.162330
0.266073 0.280362 0.017228 6.144790
0.298538 0.284309 0.017499 6.155050
0.334965 0.298331 0.018282 6.128050
0.375837 0.294827 0.017910 6.074720
0.421697 0.312173 0.018948 6.069610
0.473151 0.313869 0.019508 6.215180
0.530884 0.333785 0.020393 6.109530
0.595662 0.336326 0.019171 5.700090
0.668344 0.336975 0.016600 4.926080
0.749894 0.327826 0.014135 4.311680
0.841395 0.317618 0.011491 3.617930
0.944061 0.320603 0.008919 2.781830
1.059250 0.303544 0.007398 2.437290
1.188510 0.295792 0.007631 2.579970
1.333530 0.310258 0.009576 3.086460
1.496240 0.281852 0.011040 3.916980
0.944061 0.322988 0.009823 3.041440
1.059250 0.319349 0.007202 2.255260
1.188510 0.308673 0.006371 2.063850
1.333530 0.290580 0.005742 1.976070
1.496240 0.276463 0.005472 1.979440
1.678800 0.260268 0.005202 1.998590
1.883650 0.244090 0.004935 2.021740
2.113490 0.220045 0.004491 2.041000
2.371370 0.197981 0.004074 2.057680
2.660730 0.173182 0.003612 2.085490
2.985380 0.147222 0.003103 2.107980
3.349650 0.120872 0.002562 2.119860
3.758370 0.095900 0.002036 2.122760
4.216970 0.073483 0.001580 2.149480
4.731510 0.055027 0.001204 2.187710
5.308840 0.038156 0.000851 2.229470
5.956620 0.025554 0.000600 2.348480
6.683440 0.015851 0.000413 2.606660
7.498940 0.009189 0.000316 3.433470
8.413950 0.005112 0.000261 5.098280
9.440610 0.002769 0.000228 8.243740
