E(MeV)      PFNS    Unc.(PFNS)  Unc.(%)    
0.010592 0.141385 0.142240 100.604000
0.011885 0.092198 0.112872 122.424000
0.013335 0.143366 0.084233 58.754100
0.014962 0.135334 0.080200 59.261200
0.016788 0.118828 0.081389 68.492700
0.018836 0.108510 0.076155 70.182400
0.021135 0.102961 0.067838 65.886600
0.023714 0.084277 0.064169 76.140400
0.026607 0.144161 0.059735 41.436800
0.029854 0.166488 0.052372 31.457000
0.033496 0.160519 0.047019 29.291800
0.037584 0.132053 0.041360 31.321200
0.042170 0.163862 0.036039 21.993600
0.047315 0.152249 0.032493 21.342000
0.053088 0.150473 0.030750 20.435500
0.059566 0.194056 0.030577 15.756800
0.066834 0.180727 0.029330 16.229000
0.074989 0.198266 0.029255 14.755200
0.084140 0.207019 0.029081 14.047700
0.094406 0.195947 0.026221 13.381900
0.105925 0.205595 0.023400 11.381700
0.118851 0.209247 0.021508 10.278900
0.133353 0.201222 0.019238 9.560540
0.149624 0.236818 0.019945 8.422170
0.167880 0.249373 0.019294 7.736840
0.188365 0.247076 0.018106 7.328280
0.211349 0.257954 0.018425 7.142700
0.237137 0.268257 0.018968 7.070790
0.266073 0.283155 0.019941 7.042380
0.298538 0.291385 0.020630 7.079870
0.334965 0.295798 0.021014 7.104010
0.375837 0.306312 0.021653 7.068960
0.421697 0.305572 0.021691 7.098630
0.473151 0.312258 0.022524 7.213250
0.530884 0.326852 0.023093 7.065430
0.595662 0.334351 0.021798 6.519380
0.668344 0.307820 0.018150 5.896270
0.749894 0.323384 0.017194 5.316890
0.841395 0.310299 0.014639 4.717570
0.944061 0.314833 0.012588 3.998200
1.059250 0.297007 0.011552 3.889590
1.188510 0.305644 0.012190 3.988470
1.333530 0.295793 0.012876 4.353180
1.496240 0.275305 0.013919 5.055730
0.944061 0.315804 0.010372 3.284390
1.059250 0.313440 0.008173 2.607510
1.188510 0.302826 0.007363 2.431500
1.333530 0.288325 0.006732 2.334770
1.496240 0.271952 0.006315 2.322130
1.678800 0.257903 0.006004 2.327830
1.883650 0.241434 0.005644 2.337770
2.113490 0.217910 0.005117 2.348210
2.371370 0.197201 0.004654 2.360120
2.660730 0.172664 0.004125 2.388860
2.985380 0.147724 0.003561 2.410790
3.349650 0.122774 0.002984 2.430220
3.758370 0.097833 0.002395 2.447950
4.216970 0.075453 0.001879 2.490110
4.731510 0.056397 0.001437 2.547260
5.308840 0.040285 0.001053 2.613070
5.956620 0.026863 0.000738 2.745470
6.683440 0.016863 0.000501 2.970410
7.498940 0.010235 0.000361 3.523250
8.413950 0.005594 0.000265 4.742700
9.440610 0.002957 0.000215 7.265800
