E(MeV)      PFNS    Unc.(PFNS)  Unc.(%)    
0.105925 0.208887 0.024126 11.550000
0.118851 0.204021 0.022119 10.841500
0.133353 0.231024 0.021816 9.443070
0.149624 0.227702 0.020502 9.003680
0.167880 0.238199 0.019668 8.257030
0.188365 0.237111 0.018395 7.757890
0.211349 0.257444 0.019188 7.453390
0.237137 0.256244 0.018821 7.344990
0.266073 0.263884 0.019280 7.306240
0.298538 0.280994 0.020609 7.334280
0.334965 0.269028 0.019901 7.397300
0.375837 0.306331 0.022526 7.353510
0.421697 0.320881 0.023794 7.415090
0.473151 0.313951 0.023894 7.610690
0.530884 0.321466 0.024103 7.497840
0.595662 0.336079 0.023152 6.888990
0.668344 0.342995 0.021105 6.152990
0.749894 0.305766 0.017431 5.700620
0.841395 0.310683 0.015676 5.045650
0.944061 0.324399 0.014108 4.348930
1.059250 0.307489 0.012825 4.170790
1.188510 0.295614 0.012689 4.292390
1.333530 0.298763 0.013713 4.589830
1.496240 0.270998 0.014221 5.247750
0.944061 0.313921 0.009945 3.167860
1.059250 0.314888 0.008032 2.550600
1.188510 0.305410 0.007217 2.363090
1.333530 0.288148 0.006469 2.244870
1.496240 0.274051 0.006076 2.216960
1.678800 0.255256 0.005649 2.213210
1.883650 0.237512 0.005265 2.216830
2.113490 0.213004 0.004740 2.225270
2.371370 0.193595 0.004327 2.235040
2.660730 0.169477 0.003847 2.270140
2.985380 0.146235 0.003357 2.295480
3.349650 0.122802 0.002851 2.321890
3.758370 0.099062 0.002328 2.350450
4.216970 0.078010 0.001877 2.406670
4.731510 0.058619 0.001456 2.484600
5.308840 0.043591 0.001119 2.566270
5.956620 0.030624 0.000827 2.699500
6.683440 0.021261 0.000604 2.843120
7.498940 0.013759 0.000436 3.166400
8.413950 0.008547 0.000308 3.602470
9.440610 0.005841 0.000249 4.264410
