E(MeV)      PFNS    Unc.(PFNS)  Unc.(%)    
0.105925 0.225542 0.023110 10.246400
0.118851 0.252088 0.022469 8.913320
0.133353 0.252913 0.020894 8.261530
0.149624 0.270970 0.021063 7.773360
0.167880 0.275187 0.020257 7.361020
0.188365 0.284680 0.020013 7.030140
0.211349 0.293405 0.020407 6.955190
0.237137 0.308598 0.021380 6.928080
0.266073 0.322004 0.022253 6.910670
0.298538 0.328986 0.022799 6.930220
0.334965 0.330125 0.022857 6.923710
0.375837 0.338642 0.023244 6.863740
0.421697 0.349328 0.023866 6.832020
0.473151 0.339380 0.023481 6.918810
0.530884 0.361631 0.024297 6.718620
0.595662 0.348838 0.021801 6.249500
0.668344 0.367851 0.020046 5.449470
0.749894 0.332533 0.016449 4.946600
0.841395 0.311851 0.013568 4.350680
0.944061 0.317822 0.011691 3.678410
1.059250 0.318996 0.011183 3.505580
1.188510 0.290629 0.010855 3.735130
1.333530 0.294182 0.012202 4.147700
1.496240 0.273666 0.013348 4.877500
0.944061 0.323695 0.010443 3.226220
1.059250 0.320195 0.008423 2.630490
1.188510 0.301505 0.007474 2.478860
1.333530 0.286658 0.006852 2.390350
1.496240 0.267176 0.006358 2.379600
1.678800 0.252721 0.006029 2.385560
1.883650 0.236739 0.005671 2.395570
2.113490 0.214184 0.005152 2.405540
2.371370 0.193868 0.004685 2.416700
2.660730 0.169925 0.004149 2.441750
2.985380 0.145766 0.003589 2.462380
3.349650 0.120995 0.003001 2.480030
3.758370 0.096596 0.002410 2.494850
4.216970 0.075446 0.001910 2.531770
4.731510 0.055263 0.001426 2.580220
5.308840 0.039132 0.001029 2.629120
5.956620 0.026610 0.000724 2.719480
6.683440 0.016810 0.000479 2.851110
7.498940 0.010170 0.000328 3.222640
8.413950 0.005446 0.000223 4.085550
9.440610 0.002889 0.000173 6.003310
