E(MeV)      PFNS    Unc.(PFNS)  Unc.(%)    
0.010592 0.090486 0.133867 147.942000
0.011885 0.044895 0.109258 243.363000
0.013335 -0.065799 0.086367 -131.258000
0.014962 0.175868 0.081060 46.091100
0.016788 0.089981 0.081160 90.197000
0.018836 0.024615 0.075838 308.093000
0.021135 0.133063 0.067797 50.951300
0.023714 0.154821 0.063824 41.224700
0.026607 0.077065 0.059631 77.377800
0.029854 0.123146 0.052484 42.619400
0.033496 0.167105 0.047635 28.505700
0.037584 0.122887 0.041966 34.150500
0.042170 0.163478 0.037072 22.676800
0.047315 0.166100 0.033827 20.365700
0.053088 0.133285 0.031407 23.564100
0.059566 0.193210 0.031540 16.324100
0.066834 0.131260 0.028843 21.973800
0.074989 0.173287 0.029083 16.783300
0.084140 0.209865 0.029686 14.145100
0.094406 0.219641 0.027624 12.577100
0.105925 0.192559 0.023644 12.278700
0.118851 0.226403 0.023224 10.258000
0.133353 0.205087 0.020409 9.951260
0.149624 0.220022 0.019959 9.071320
0.167880 0.236242 0.019365 8.197090
0.188365 0.229057 0.017689 7.722620
0.211349 0.261033 0.019222 7.363970
0.237137 0.264554 0.019214 7.262890
0.266073 0.271337 0.019616 7.229510
0.298538 0.284996 0.020722 7.270940
0.334965 0.288646 0.021107 7.312500
0.375837 0.312365 0.022777 7.291900
0.421697 0.317483 0.023373 7.362080
0.473151 0.312554 0.023553 7.535780
0.530884 0.316958 0.023567 7.435220
0.595662 0.304108 0.021229 6.980900
0.668344 0.336406 0.020686 6.149250
0.749894 0.320896 0.018115 5.645050
0.841395 0.322004 0.016134 5.010390
0.944061 0.295389 0.013175 4.460180
1.059250 0.317454 0.013176 4.150480
1.188510 0.299210 0.012845 4.292920
1.333530 0.286286 0.013248 4.627420
1.496240 0.278052 0.014557 5.235330
0.944061 0.315133 0.010150 3.220710
1.059250 0.313301 0.008261 2.636910
1.188510 0.304684 0.007509 2.464580
1.333530 0.284012 0.006699 2.358850
1.496240 0.266213 0.006220 2.336590
1.678800 0.253598 0.005918 2.333580
1.883650 0.233688 0.005466 2.339070
2.113490 0.211830 0.004972 2.346940
2.371370 0.190297 0.004486 2.357320
2.660730 0.166698 0.003984 2.390160
2.985380 0.143513 0.003465 2.414350
3.349650 0.119517 0.002916 2.439460
3.758370 0.096085 0.002369 2.465620
4.216970 0.076284 0.001920 2.516640
4.731510 0.058985 0.001524 2.583240
5.308840 0.042638 0.001135 2.660780
5.956620 0.029882 0.000831 2.781690
6.683440 0.020748 0.000604 2.908850
7.498940 0.013579 0.000434 3.196320
8.413950 0.007818 0.000289 3.697170
9.440610 0.003648 0.000196 5.365400
