E(MeV)      PFNS    Unc.(PFNS)  Unc.(%)    
0.105925 0.222420 0.025363 11.403200
0.118851 0.210424 0.022738 10.806000
0.133353 0.205898 0.020503 9.958020
0.149624 0.220563 0.020032 9.082250
0.167880 0.255392 0.020396 7.985970
0.188365 0.259286 0.019453 7.502640
0.211349 0.249066 0.018287 7.342290
0.237137 0.288197 0.020705 7.184130
0.266073 0.295898 0.021175 7.156240
0.298538 0.302338 0.021751 7.194110
0.334965 0.299494 0.021639 7.225360
0.375837 0.310417 0.022381 7.209930
0.421697 0.322293 0.023359 7.247820
0.473151 0.325842 0.024079 7.389660
0.530884 0.327213 0.023911 7.307390
0.595662 0.304492 0.021054 6.914590
0.668344 0.327879 0.019725 6.015950
0.749894 0.348004 0.018679 5.367530
0.841395 0.332561 0.015853 4.766970
0.944061 0.322438 0.013306 4.126590
1.059250 0.312921 0.012302 3.931350
1.188510 0.304172 0.012340 4.056980
1.333530 0.304724 0.013386 4.392870
1.496240 0.280805 0.014259 5.078080
0.944061 0.323771 0.010135 3.130370
1.059250 0.321219 0.008176 2.545380
1.188510 0.311723 0.007415 2.378590
1.333530 0.295231 0.006716 2.274930
1.496240 0.276551 0.006239 2.255920
1.678800 0.258378 0.005830 2.256490
1.883650 0.242081 0.005478 2.262910
2.113490 0.220594 0.005011 2.271410
2.371370 0.194965 0.004450 2.282630
2.660730 0.172821 0.003995 2.311790
2.985380 0.148521 0.003468 2.335200
3.349650 0.124082 0.002925 2.357500
3.758370 0.099849 0.002375 2.378910
4.216970 0.076983 0.001868 2.426570
4.731510 0.057017 0.001420 2.489960
5.308840 0.039677 0.001016 2.561810
5.956620 0.026470 0.000711 2.684260
6.683440 0.017029 0.000484 2.841690
7.498940 0.010292 0.000332 3.229640
8.413950 0.005742 0.000226 3.941640
9.440610 0.003174 0.000172 5.420810
