E(MeV)      PFNS    Unc.(PFNS)  Unc.(%)    
0.105925 0.196576 0.024126 12.273300
0.118851 0.204568 0.022549 11.022800
0.133353 0.204735 0.020735 10.127500
0.149624 0.225325 0.020615 9.149210
0.167880 0.234121 0.019583 8.364420
0.188365 0.245814 0.019058 7.753230
0.211349 0.250039 0.018765 7.504700
0.237137 0.264220 0.019434 7.355230
0.266073 0.270255 0.019782 7.319670
0.298538 0.279453 0.020570 7.360990
0.334965 0.287934 0.021271 7.387480
0.375837 0.307976 0.022728 7.379660
0.421697 0.296327 0.022304 7.526930
0.473151 0.318587 0.024315 7.632230
0.530884 0.341199 0.025405 7.445940
0.595662 0.332478 0.023113 6.951720
0.668344 0.332947 0.020748 6.231610
0.749894 0.313981 0.017911 5.704430
0.841395 0.329605 0.016487 5.002190
0.944061 0.302740 0.013574 4.483740
1.059250 0.318049 0.013202 4.151050
1.188510 0.310574 0.013205 4.251740
1.333530 0.284666 0.013240 4.651180
1.496240 0.281708 0.014723 5.226180
0.944061 0.318191 0.010086 3.169710
1.059250 0.320368 0.008209 2.562410
1.188510 0.304435 0.007255 2.383190
1.333530 0.286493 0.006500 2.268790
1.496240 0.273565 0.006134 2.242250
1.678800 0.257663 0.005768 2.238630
1.883650 0.237956 0.005338 2.243350
2.113490 0.214924 0.004839 2.251440
2.371370 0.192729 0.004360 2.262150
2.660730 0.169342 0.003888 2.296130
2.985380 0.144068 0.003346 2.322190
3.349650 0.121556 0.002854 2.347610
3.758370 0.096875 0.002302 2.376430
4.216970 0.077765 0.001889 2.428930
4.731510 0.058779 0.001471 2.503140
5.308840 0.043702 0.001128 2.580930
5.956620 0.030142 0.000818 2.714550
6.683440 0.020674 0.000591 2.859470
7.498940 0.013762 0.000434 3.154840
8.413950 0.008689 0.000308 3.547490
9.440610 0.004991 0.000227 4.554590
