E(MeV)      PFNS    Unc.(PFNS)  Unc.(%)    
0.010592 0.124627 0.142892 114.655000
0.011885 0.088120 0.110880 125.829000
0.013335 0.070517 0.079858 113.245000
0.014962 0.130513 0.075528 57.869900
0.016788 0.097540 0.077884 79.847900
0.018836 0.095082 0.073201 76.987400
0.021135 0.137719 0.064292 46.683100
0.023714 0.122460 0.061102 49.895800
0.026607 0.107925 0.057515 53.292000
0.029854 0.123415 0.049925 40.452800
0.033496 0.140736 0.044249 31.441400
0.037584 0.124664 0.038376 30.783900
0.042170 0.129237 0.032665 25.275100
0.047315 0.172264 0.029740 17.264000
0.053088 0.140306 0.027587 19.661900
0.059566 0.179529 0.027340 15.228700
0.066834 0.172223 0.026376 15.315100
0.074989 0.189960 0.026323 13.857300
0.084140 0.187329 0.025815 13.780800
0.094406 0.184076 0.023222 12.615500
0.105925 0.197694 0.020572 10.406100
0.118851 0.209860 0.019058 9.081510
0.133353 0.220190 0.017764 8.067460
0.149624 0.231318 0.017566 7.593910
0.167880 0.227308 0.016233 7.141480
0.188365 0.251373 0.016813 6.688430
0.211349 0.261451 0.017259 6.601150
0.237137 0.270301 0.017754 6.568290
0.266073 0.283973 0.018601 6.550290
0.298538 0.284957 0.018708 6.565360
0.334965 0.286619 0.018772 6.549350
0.375837 0.292125 0.018968 6.493180
0.421697 0.315146 0.020383 6.467640
0.473151 0.312761 0.020576 6.578870
0.530884 0.323220 0.020858 6.453250
0.595662 0.322804 0.019436 6.020850
0.668344 0.331322 0.017105 5.162770
0.749894 0.320976 0.014733 4.589960
0.841395 0.323636 0.012640 3.905590
0.944061 0.317634 0.009960 3.135630
1.059250 0.305058 0.008872 2.908260
1.188510 0.303492 0.009353 3.081950
1.333530 0.286967 0.010246 3.570570
1.496240 0.292539 0.012736 4.353740
0.944061 0.319574 0.010128 3.169350
1.059250 0.319088 0.007706 2.415130
1.188510 0.306920 0.006864 2.236540
1.333530 0.289614 0.006228 2.150400
1.496240 0.276300 0.005942 2.150490
1.678800 0.258830 0.005605 2.165660
1.883650 0.242917 0.005306 2.184410
2.113490 0.219865 0.004836 2.199620
2.371370 0.197598 0.004380 2.216740
2.660730 0.173558 0.003890 2.241410
2.985380 0.147666 0.003340 2.262070
3.349650 0.122305 0.002783 2.275110
3.758370 0.096903 0.002210 2.280530
4.216970 0.074790 0.001726 2.308310
4.731510 0.055672 0.001306 2.345930
5.308840 0.039219 0.000936 2.385630
5.956620 0.025987 0.000648 2.494280
6.683440 0.016187 0.000440 2.718600
7.498940 0.009605 0.000327 3.402290
8.413950 0.005291 0.000260 4.908050
9.440610 0.002880 0.000223 7.758000
