E(MeV)      PFNS    Unc.(PFNS)  Unc.(%)    
0.010592 0.097111 0.134818 138.830000
0.011885 0.117471 0.110986 94.479600
0.013335 0.064128 0.088598 138.159000
0.014962 0.041707 0.084301 202.125000
0.016788 0.022324 0.083640 374.672000
0.018836 0.170434 0.077043 45.204100
0.021135 0.137481 0.068926 50.135100
0.023714 0.125401 0.063774 50.856200
0.026607 0.061981 0.058796 94.862300
0.029854 0.150291 0.052055 34.636400
0.033496 0.090591 0.046667 51.513400
0.037584 0.104705 0.041604 39.734300
0.042170 0.101666 0.036099 35.507100
0.047315 0.122314 0.033075 27.041300
0.053088 0.154473 0.032012 20.723100
0.059566 0.167289 0.031049 18.560200
0.066834 0.132191 0.028954 21.903400
0.074989 0.199156 0.030288 15.208500
0.084140 0.162058 0.028708 17.714500
0.094406 0.208975 0.028017 13.406900
0.105925 0.213157 0.025412 11.921900
0.118851 0.174792 0.021844 12.497500
0.133353 0.201627 0.021243 10.535600
0.149624 0.211968 0.020459 9.651860
0.167880 0.223683 0.019432 8.687540
0.188365 0.231891 0.018536 7.993440
0.211349 0.247208 0.018842 7.621940
0.237137 0.262412 0.019532 7.443380
0.266073 0.247033 0.018390 7.444270
0.298538 0.278900 0.020803 7.458900
0.334965 0.255206 0.019385 7.596050
0.375837 0.286007 0.021682 7.580860
0.421697 0.286463 0.022189 7.745870
0.473151 0.290334 0.023153 7.974550
0.530884 0.312473 0.024377 7.801420
0.595662 0.324490 0.023314 7.184960
0.668344 0.332177 0.021572 6.494040
0.749894 0.303449 0.018423 6.071350
0.841395 0.288853 0.015973 5.529710
0.944061 0.310459 0.014743 4.748790
1.059250 0.294063 0.013510 4.594390
1.188510 0.298561 0.013710 4.592050
1.333530 0.301937 0.014547 4.817990
1.496240 0.269629 0.014731 5.463250
0.944061 0.313940 0.009998 3.184670
1.059250 0.314903 0.008094 2.570170
1.188510 0.299030 0.007135 2.385920
1.333530 0.284058 0.006439 2.266710
1.496240 0.268240 0.006006 2.238940
1.678800 0.253827 0.005669 2.233550
1.883650 0.237124 0.005303 2.236580
2.113490 0.215295 0.004831 2.243950
2.371370 0.194346 0.004381 2.254120
2.660730 0.170264 0.003898 2.289660
2.985380 0.145906 0.003379 2.315640
3.349650 0.122901 0.002879 2.342130
3.758370 0.098849 0.002344 2.371720
4.216970 0.077926 0.001893 2.428640
4.731510 0.058653 0.001471 2.507580
5.308840 0.043012 0.001116 2.594770
5.956620 0.030799 0.000839 2.725130
6.683440 0.021182 0.000609 2.877340
7.498940 0.013916 0.000445 3.194520
8.413950 0.008903 0.000320 3.590290
9.440610 0.005820 0.000252 4.325330
