E(MeV)      PFNS    Unc.(PFNS)  Unc.(%)    
0.010592 0.156374 0.137390 87.860400
0.011885 0.181611 0.113138 62.297000
0.013335 0.158027 0.090508 57.273700
0.014962 0.098364 0.085966 87.395500
0.016788 0.160882 0.085048 52.863400
0.018836 0.107299 0.078074 72.762500
0.021135 0.107228 0.069694 64.996100
0.023714 0.150456 0.064670 42.983100
0.026607 0.041967 0.059522 141.829000
0.029854 0.150312 0.052572 34.975200
0.033496 0.165331 0.047702 28.852400
0.037584 0.097948 0.041772 42.647500
0.042170 0.121012 0.036637 30.275200
0.047315 0.108355 0.033087 30.535900
0.053088 0.144232 0.031990 22.179800
0.059566 0.154671 0.030935 20.000200
0.066834 0.192601 0.030941 16.064900
0.074989 0.172613 0.029707 17.209900
0.084140 0.178790 0.029534 16.518500
0.094406 0.172027 0.026909 15.642600
0.105925 0.238625 0.026787 11.225400
0.118851 0.196407 0.023012 11.716300
0.133353 0.207333 0.021702 10.467200
0.149624 0.218328 0.020930 9.586670
0.167880 0.222079 0.019409 8.739600
0.188365 0.241975 0.019201 7.935010
0.211349 0.243784 0.018609 7.633190
0.237137 0.265317 0.019711 7.429340
0.266073 0.260314 0.019287 7.409040
0.298538 0.275339 0.020537 7.458660
0.334965 0.286309 0.021497 7.508470
0.375837 0.292199 0.022099 7.563030
0.421697 0.297520 0.022928 7.706480
0.473151 0.319085 0.024979 7.828180
0.530884 0.294858 0.023446 7.951490
0.595662 0.319769 0.023120 7.230310
0.668344 0.305592 0.020326 6.651480
0.749894 0.301286 0.018370 6.097340
0.841395 0.312858 0.016900 5.401920
0.944061 0.319223 0.015033 4.709160
1.059250 0.298046 0.013671 4.586750
1.188510 0.294515 0.013632 4.628570
1.333530 0.283971 0.013943 4.910000
1.496240 0.275246 0.015029 5.460410
0.944061 0.306968 0.009904 3.226490
1.059250 0.311186 0.008128 2.612070
1.188510 0.299163 0.007261 2.427220
1.333530 0.285380 0.006589 2.308940
1.496240 0.268728 0.006131 2.281580
1.678800 0.250619 0.005707 2.277200
1.883650 0.233658 0.005328 2.280150
2.113490 0.210962 0.004826 2.287810
2.371370 0.193828 0.004451 2.296450
2.660730 0.170158 0.003968 2.332120
2.985380 0.146610 0.003456 2.357470
3.349650 0.122324 0.002917 2.384930
3.758370 0.098367 0.002376 2.414960
4.216970 0.076370 0.001890 2.474510
4.731510 0.058832 0.001500 2.550270
5.308840 0.043177 0.001139 2.638190
5.956620 0.031085 0.000860 2.767610
6.683440 0.020933 0.000614 2.933430
7.498940 0.013962 0.000453 3.244640
8.413950 0.008920 0.000325 3.647760
9.440610 0.005882 0.000257 4.368130
