 4E+06       1.13582      
 4.5E+06     1.11682      
 4.7E+06     1.10022      
 5E+06       1.07239      
 5.25E+06    1.05938      
 5.3E+06     1.05658      
 5.32052E+06 1.05512      
 5.5E+06     1.03698      
 5.75E+06    1.03378      
 5.8E+06     1.03788      
 6E+06       1.09107      
 6.2E+06     1.17851      
 6.25E+06    1.20298      
 6.5E+06     1.33272      
 6.75E+06    1.44483      
 7E+06       1.54241      
 7.25E+06    1.63307      
 7.5E+06     1.70042      
 7.75E+06    1.73781      
 8E+06       1.78527      
 8.25E+06    1.79737      
 8.5E+06     1.79293      
 8.75E+06    1.78574      
 9E+06       1.77917      
 9.25E+06    1.77374      
 9.5E+06     1.76854      
 9.75E+06    1.7635       
 1E+07       1.75854      
 1.025E+07   1.75332      
 1.05E+07    1.74772      
 1.075E+07   1.74195      
 1.1E+07     1.73619      
 1.125E+07   1.7204       
 1.15E+07    1.70305      
 1.175E+07   1.70141      
 1.2E+07     1.72174      
 1.21944E+07 1.74993      
 1.225E+07   1.75848      
 1.25E+07    1.79907      
 1.275E+07   1.84209      
 1.3E+07     1.88616      
 1.325E+07   1.93493      
 1.35E+07    1.98819      
 1.375E+07   2.03885      
 1.4E+07     2.0799       
 1.425E+07   2.08996      
 1.45E+07    2.09111      
 1.475E+07   2.10908      
 1.5E+07     2.12623      
 1.525E+07   2.14007      
 1.55E+07    2.15153      
 1.575E+07   2.15706      
 1.6E+07     2.15342      
 1.65E+07    2.12614      
 1.7E+07     2.09788      
 1.75E+07    2.07703      
 1.79624E+07 2.05971      
 1.8E+07     2.05844      
 1.85E+07    2.04395      
 1.9E+07     2.03173      
 1.95E+07    2.02168      
 2E+07       2.02063      
