   0.0000E+00   0.0000E+00
   5.0000E-01   0.0000E+00
   1.0000E+00   0.0000E+00
   1.5000E+00   0.0000E+00
   2.0000E+00   0.0000E+00
   2.5000E+00   0.0000E+00
   3.0000E+00   0.0000E+00
   3.5000E+00   0.0000E+00
   4.0000E+00   1.1425E-05
   4.5000E+00   2.0370E-04
   5.0000E+00   3.3508E-03
   5.5000E+00   3.9444E-02
   6.0000E+00   2.1017E-01
   6.5000E+00   3.9657E-01
   7.0000E+00   3.7642E-01
   7.5000E+00   3.3205E-01
   8.0000E+00   3.0818E-01
   8.5000E+00   2.9566E-01
   9.0000E+00   2.8657E-01
   9.5000E+00   2.7994E-01
   1.0000E+01   2.7520E-01
   1.0500E+01   2.7351E-01
   1.1000E+01   2.7238E-01
   1.1500E+01   2.7215E-01
   1.2000E+01   2.7185E-01
   1.2500E+01   2.7051E-01
   1.3000E+01   2.6096E-01
   1.3500E+01   2.3977E-01
   1.4000E+01   2.1883E-01
   1.4500E+01   1.9994E-01
   1.5000E+01   1.8451E-01
   1.5500E+01   1.7405E-01
   1.6000E+01   1.6976E-01
   1.6500E+01   1.6678E-01
   1.7000E+01   1.6463E-01
   1.7500E+01   1.6360E-01
   1.8000E+01   1.6193E-01
   1.8500E+01   1.5812E-01
   1.9000E+01   1.5337E-01
   1.9500E+01   1.4858E-01
   2.0000E+01   1.4392E-01
