#  n+235U
# Incident Energy =   14.10000
# Particle spectrum from Pre-equilibrium emission from 236U
# num energy points =  138
#  E (MeV)               g               n               p
  0.000000   0.0000000E+00   0.0000000E+00   0.0000000E+00
  0.199153   0.0000000E+00   0.1914031E-01   0.1021482E-10
  0.398305   0.0000000E+00   0.3700563E-01   0.9487398E-11
  0.597458   0.0000000E+00   0.4933288E-01   0.8819600E-11
  0.796610   0.0000000E+00   0.6226842E-01   0.8206305E-11
  0.995763   0.0000000E+00   0.8041682E-01   0.7642809E-11
  1.194915   0.0000000E+00   0.1016948E+00   0.7124805E-11
  1.394068   0.0000000E+00   0.1188130E+00   0.6648345E-11
  1.593220   0.0000000E+00   0.1278976E+00   0.6209818E-11
  1.792373   0.0000000E+00   0.1309799E+00   0.5805920E-11
  1.991525   0.0000000E+00   0.1303528E+00   0.5431431E-11
  2.190678   0.0000000E+00   0.1277699E+00   0.5105677E-11
  2.389831   0.0000000E+00   0.1244835E+00   0.5289428E-11
  2.588983   0.0000000E+00   0.1213050E+00   0.1002797E-10
  2.788136   0.0000000E+00   0.1185226E+00   0.4435485E-10
  2.987288   0.0000000E+00   0.1160345E+00   0.2392118E-09
  3.186441   0.0000000E+00   0.1137155E+00   0.1146568E-08
  3.385593   0.0000000E+00   0.1114122E+00   0.4787153E-08
  3.584746   0.0000000E+00   0.1090447E+00   0.1758925E-07
  3.783898   0.0000000E+00   0.1066440E+00   0.5750060E-07
  3.983051   0.0000000E+00   0.1042824E+00   0.1710836E-06
  4.182203   0.0000000E+00   0.1020357E+00   0.4670197E-06
  4.381356   0.0000000E+00   0.9993218E-01   0.1176345E-05
  4.580508   0.0000000E+00   0.9801258E-01   0.2761631E-05
  4.779661   0.0000000E+00   0.9631676E-01   0.6087419E-05
  4.978814   0.0000000E+00   0.9482891E-01   0.1267999E-04
  5.177966   0.0000000E+00   0.9355916E-01   0.2509356E-04
  5.377119   0.0000000E+00   0.9251657E-01   0.1136445E-03
  5.576271   0.0000000E+00   0.9167242E-01   0.5775180E-03
  5.775424   0.0000000E+00   0.9099355E-01   0.4521666E-03
  5.974576   0.0000000E+00   0.9043155E-01   0.8387439E-03
  6.173729   0.0000000E+00   0.8993371E-01   0.1117059E-02
  6.372881   0.0000000E+00   0.8941803E-01   0.1914544E-02
  6.572034   0.0000000E+00   0.8880587E-01   0.2725221E-02
  6.771186   0.0000000E+00   0.8805736E-01   0.4218296E-02
  6.970339   0.0000000E+00   0.8710762E-01   0.5947759E-02
  7.169492   0.0000000E+00   0.8594720E-01   0.8520332E-02
  7.368644   0.0000000E+00   0.8459389E-01   0.1185216E-01
  7.567797   0.0000000E+00   0.8303036E-01   0.1617682E-01
  7.766949   0.0000000E+00   0.8129334E-01   0.2171136E-01
  7.966102   0.0000000E+00   0.7941311E-01   0.2853058E-01
  8.165254   0.0000000E+00   0.7738470E-01   0.3697428E-01
  8.364407   0.0000000E+00   0.7527803E-01   0.4722490E-01
  8.563559   0.0000000E+00   0.7309022E-01   0.5948103E-01
  8.762712   0.0000000E+00   0.7082718E-01   0.7383445E-01
  8.961864   0.0000000E+00   0.6852924E-01   0.9038411E-01
  9.161017   0.0000000E+00   0.6618938E-01   0.1091728E+00
  9.360169   0.0000000E+00   0.6381414E-01   0.1302183E+00
  9.559322   0.0000000E+00   0.6142127E-01   0.1534091E+00
  9.758475   0.0000000E+00   0.5900601E-01   0.1785555E+00
  9.957627   0.0000000E+00   0.5656762E-01   0.2051276E+00
 10.156780   0.0000000E+00   0.5410704E-01   0.2326436E+00
 10.355932   0.0000000E+00   0.5161906E-01   0.2604311E+00
 10.555085   0.0000000E+00   0.4909662E-01   0.2874784E+00
 10.754237   0.0000000E+00   0.4653318E-01   0.3124123E+00
 10.953390   0.0000000E+00   0.4391591E-01   0.3341129E+00
 11.152542   0.0000000E+00   0.4123765E-01   0.3510623E+00
 11.351695   0.0000000E+00   0.3848888E-01   0.3609542E+00
 11.550847   0.0000000E+00   0.3566130E-01   0.3618484E+00
 11.750000   0.0000000E+00   0.3274319E-01   0.3516567E+00
 11.949153   0.0000000E+00   0.2972277E-01   0.3276986E+00
 12.148305   0.0000000E+00   0.2658713E-01   0.2868915E+00
 12.347458   0.0000000E+00   0.2332188E-01   0.2255916E+00
 12.546610   0.0000000E+00   0.1989579E-01   0.1393681E+00
 12.745763   0.0000000E+00   0.1631435E-01   0.0000000E+00
 12.944915   0.0000000E+00   0.1250308E-01   0.0000000E+00
 13.144068   0.0000000E+00   0.8404760E-02   0.0000000E+00
 13.343220   0.0000000E+00   0.0000000E+00   0.0000000E+00
 13.542373   0.0000000E+00   0.0000000E+00   0.0000000E+00
 13.741525   0.0000000E+00   0.0000000E+00   0.0000000E+00
 13.940678   0.0000000E+00   0.0000000E+00   0.0000000E+00
 14.139831   0.0000000E+00   0.0000000E+00   0.0000000E+00
