#  n+235U
# Incident Energy =    8.50000
# Particle spectrum from Pre-equilibrium emission from 236U
# num energy points =  138
#  E (MeV)               g               n               p
  0.000000   0.0000000E+00   0.0000000E+00   0.0000000E+00
  0.199153   0.0000000E+00   0.3737685E-01   0.1114338E-07
  0.398305   0.0000000E+00   0.7059785E-01   0.1017845E-07
  0.597458   0.0000000E+00   0.9209056E-01   0.9315371E-08
  0.796610   0.0000000E+00   0.1139099E+00   0.8541348E-08
  0.995763   0.0000000E+00   0.1443714E+00   0.7845307E-08
  1.194915   0.0000000E+00   0.1794137E+00   0.7217683E-08
  1.394068   0.0000000E+00   0.2062397E+00   0.6650162E-08
  1.593220   0.0000000E+00   0.2186703E+00   0.6135514E-08
  1.792373   0.0000000E+00   0.2207788E+00   0.5667448E-08
  1.991525   0.0000000E+00   0.2167896E+00   0.5238369E-08
  2.190678   0.0000000E+00   0.2097884E+00   0.4864624E-08
  2.389831   0.0000000E+00   0.2018804E+00   0.4977298E-08
  2.588983   0.0000000E+00   0.1943604E+00   0.9315052E-08
  2.788136   0.0000000E+00   0.1876353E+00   0.4064616E-07
  2.987288   0.0000000E+00   0.1814842E+00   0.2160737E-06
  3.186441   0.0000000E+00   0.1756630E+00   0.1019767E-05
  3.385593   0.0000000E+00   0.1698969E+00   0.4187117E-05
  3.584746   0.0000000E+00   0.1640370E+00   0.1510631E-04
  3.783898   0.0000000E+00   0.1581056E+00   0.4840314E-04
  3.983051   0.0000000E+00   0.1521982E+00   0.1408567E-03
  4.182203   0.0000000E+00   0.1463936E+00   0.3751353E-03
  4.381356   0.0000000E+00   0.1407068E+00   0.9191628E-03
  4.580508   0.0000000E+00   0.1351661E+00   0.2091774E-02
  4.779661   0.0000000E+00   0.1297928E+00   0.4451108E-02
  4.978814   0.0000000E+00   0.1245269E+00   0.8905662E-02
  5.177966   0.0000000E+00   0.1193394E+00   0.1682530E-01
  5.377119   0.0000000E+00   0.1141929E+00   0.7220071E-01
  5.576271   0.0000000E+00   0.1089962E+00   0.3443548E+00
  5.775424   0.0000000E+00   0.1036437E+00   0.2499376E+00
  5.974576   0.0000000E+00   0.9803118E-01   0.4227662E+00
  6.173729   0.0000000E+00   0.9202032E-01   0.5017957E+00
