#  n+235U
# Incident Energy =   17.70000
# Particle spectrum from Pre-equilibrium emission from 236U
# num energy points =  138
#  E (MeV)               g               n               p
  0.000000   0.0000000E+00   0.0000000E+00   0.0000000E+00
  0.199153   0.0000000E+00   0.1357469E-01   0.1569205E-11
  0.398305   0.0000000E+00   0.2656392E-01   0.1472742E-11
  0.597458   0.0000000E+00   0.3582996E-01   0.1382875E-11
  0.796610   0.0000000E+00   0.4574033E-01   0.1299147E-11
  0.995763   0.0000000E+00   0.5972142E-01   0.1221130E-11
  1.194915   0.0000000E+00   0.7632367E-01   0.1148426E-11
  1.394068   0.0000000E+00   0.9007899E-01   0.1080660E-11
  1.593220   0.0000000E+00   0.9791314E-01   0.1017486E-11
  1.792373   0.0000000E+00   0.1012094E+00   0.9585787E-12
  1.991525   0.0000000E+00   0.1016231E+00   0.9032690E-12
  2.190678   0.0000000E+00   0.1004565E+00   0.8549654E-12
  2.389831   0.0000000E+00   0.9866464E-01   0.8915607E-12
  2.588983   0.0000000E+00   0.9688510E-01   0.1700851E-11
  2.788136   0.0000000E+00   0.9535472E-01   0.7567984E-11
  2.987288   0.0000000E+00   0.9400080E-01   0.4104812E-10
  3.186441   0.0000000E+00   0.9272937E-01   0.1978247E-09
  3.385593   0.0000000E+00   0.9142037E-01   0.8303065E-09
  3.584746   0.0000000E+00   0.9001133E-01   0.3066292E-08
  3.783898   0.0000000E+00   0.8853059E-01   0.1007354E-07
  3.983051   0.0000000E+00   0.8704162E-01   0.3011717E-07
  4.182203   0.0000000E+00   0.8561203E-01   0.8260468E-07
  4.381356   0.0000000E+00   0.8427086E-01   0.2090500E-06
  4.580508   0.0000000E+00   0.8305783E-01   0.4930887E-06
  4.779661   0.0000000E+00   0.8201247E-01   0.1092068E-05
  4.978814   0.0000000E+00   0.8112721E-01   0.2285713E-05
  5.177966   0.0000000E+00   0.8041638E-01   0.4545649E-05
  5.377119   0.0000000E+00   0.7989344E-01   0.2069064E-04
  5.576271   0.0000000E+00   0.7953926E-01   0.1056965E-03
  5.775424   0.0000000E+00   0.7933034E-01   0.8320652E-04
  5.974576   0.0000000E+00   0.7922941E-01   0.1552258E-03
  6.173729   0.0000000E+00   0.7919467E-01   0.2079773E-03
  6.372881   0.0000000E+00   0.7915760E-01   0.3587230E-03
  6.572034   0.0000000E+00   0.7905117E-01   0.5140654E-03
  6.771186   0.0000000E+00   0.7884156E-01   0.8014312E-03
  6.970339   0.0000000E+00   0.7847145E-01   0.1138695E-02
  7.169492   0.0000000E+00   0.7793215E-01   0.1644645E-02
  7.368644   0.0000000E+00   0.7723916E-01   0.2308015E-02
  7.567797   0.0000000E+00   0.7637577E-01   0.3180187E-02
  7.766949   0.0000000E+00   0.7537444E-01   0.4312126E-02
  7.966102   0.0000000E+00   0.7426222E-01   0.5729585E-02
  8.165254   0.0000000E+00   0.7303340E-01   0.7514937E-02
  8.364407   0.0000000E+00   0.7175310E-01   0.9724379E-02
  8.563559   0.0000000E+00   0.7041858E-01   0.1242343E-01
  8.762712   0.0000000E+00   0.6903537E-01   0.1566261E-01
  8.961864   0.0000000E+00   0.6764303E-01   0.1950212E-01
  9.161017   0.0000000E+00   0.6623570E-01   0.2400038E-01
  9.360169   0.0000000E+00   0.6482111E-01   0.2922273E-01
  9.559322   0.0000000E+00   0.6341856E-01   0.3522073E-01
  9.758475   0.0000000E+00   0.6202592E-01   0.4204551E-01
  9.957627   0.0000000E+00   0.6064507E-01   0.4968783E-01
 10.156780   0.0000000E+00   0.5928032E-01   0.5817013E-01
 10.355932   0.0000000E+00   0.5792996E-01   0.6749454E-01
 10.555085   0.0000000E+00   0.5659055E-01   0.7760488E-01
 10.754237   0.0000000E+00   0.5525972E-01   0.8837487E-01
 10.953390   0.0000000E+00   0.5392793E-01   0.9977805E-01
 11.152542   0.0000000E+00   0.5259260E-01   0.1117240E+00
 11.351695   0.0000000E+00   0.5124940E-01   0.1239137E+00
 11.550847   0.0000000E+00   0.4989436E-01   0.1361969E+00
 11.750000   0.0000000E+00   0.4852290E-01   0.1484533E+00
 11.949153   0.0000000E+00   0.4713053E-01   0.1605068E+00
 12.148305   0.0000000E+00   0.4571390E-01   0.1719310E+00
 12.347458   0.0000000E+00   0.4427264E-01   0.1825712E+00
 12.546610   0.0000000E+00   0.4281260E-01   0.1922663E+00
 12.745763   0.0000000E+00   0.4132531E-01   0.2008246E+00
 12.944915   0.0000000E+00   0.3980914E-01   0.2080038E+00
 13.144068   0.0000000E+00   0.3826303E-01   0.2136106E+00
 13.343220   0.0000000E+00   0.3670236E-01   0.2175229E+00
 13.542373   0.0000000E+00   0.3511740E-01   0.2196088E+00
 13.741525   0.0000000E+00   0.3350563E-01   0.2197763E+00
 13.940678   0.0000000E+00   0.3186616E-01   0.2180950E+00
 14.139831   0.0000000E+00   0.3020215E-01   0.2143376E+00
 14.338983   0.0000000E+00   0.2852237E-01   0.2084193E+00
 14.538136   0.0000000E+00   0.2681554E-01   0.2002670E+00
 14.737288   0.0000000E+00   0.2507933E-01   0.1898919E+00
 14.936441   0.0000000E+00   0.2331090E-01   0.1773586E+00
 15.135593   0.0000000E+00   0.2150928E-01   0.1623645E+00
 15.334746   0.0000000E+00   0.1967326E-01   0.1447567E+00
 15.533898   0.0000000E+00   0.1779328E-01   0.1243054E+00
 15.733051   0.0000000E+00   0.1586217E-01   0.1008370E+00
 15.932203   0.0000000E+00   0.1387062E-01   0.7393555E-01
 16.131356   0.0000000E+00   0.1180041E-01   0.4280170E-01
 16.330508   0.0000000E+00   0.9649326E-02   0.0000000E+00
 16.529661   0.0000000E+00   0.7378270E-02   0.0000000E+00
 16.728814   0.0000000E+00   0.4950368E-02   0.0000000E+00
 16.927966   0.0000000E+00   0.0000000E+00   0.0000000E+00
 17.127119   0.0000000E+00   0.0000000E+00   0.0000000E+00
 17.326271   0.0000000E+00   0.0000000E+00   0.0000000E+00
 17.525424   0.0000000E+00   0.0000000E+00   0.0000000E+00
 17.724576   0.0000000E+00   0.0000000E+00   0.0000000E+00
 17.923729   0.0000000E+00   0.0000000E+00   0.0000000E+00
 18.122881   0.0000000E+00   0.0000000E+00   0.0000000E+00
 18.322034   0.0000000E+00   0.0000000E+00   0.0000000E+00
 18.521186   0.0000000E+00   0.0000000E+00   0.0000000E+00
 18.720339   0.0000000E+00   0.0000000E+00   0.0000000E+00
 18.919492   0.0000000E+00   0.0000000E+00   0.0000000E+00
 19.118644   0.0000000E+00   0.0000000E+00   0.0000000E+00
 19.317797   0.0000000E+00   0.0000000E+00   0.0000000E+00
 19.516949   0.0000000E+00   0.0000000E+00   0.0000000E+00
 19.716102   0.0000000E+00   0.0000000E+00   0.0000000E+00
 19.915254   0.0000000E+00   0.0000000E+00   0.0000000E+00
 20.114407   0.0000000E+00   0.0000000E+00   0.0000000E+00
 20.313559   0.0000000E+00   0.0000000E+00   0.0000000E+00
 20.512712   0.0000000E+00   0.0000000E+00   0.0000000E+00
 20.711864   0.0000000E+00   0.0000000E+00   0.0000000E+00
 20.911017   0.0000000E+00   0.0000000E+00   0.0000000E+00
 21.110169   0.0000000E+00   0.0000000E+00   0.0000000E+00
 21.309322   0.0000000E+00   0.0000000E+00   0.0000000E+00
 21.508475   0.0000000E+00   0.0000000E+00   0.0000000E+00
 21.707627   0.0000000E+00   0.0000000E+00   0.0000000E+00
 21.906780   0.0000000E+00   0.0000000E+00   0.0000000E+00
 22.105932   0.0000000E+00   0.0000000E+00   0.0000000E+00
 22.305085   0.0000000E+00   0.0000000E+00   0.0000000E+00
 22.504237   0.0000000E+00   0.0000000E+00   0.0000000E+00
 22.703390   0.0000000E+00   0.0000000E+00   0.0000000E+00
 22.902542   0.0000000E+00   0.0000000E+00   0.0000000E+00
 23.101695   0.0000000E+00   0.0000000E+00   0.0000000E+00
 23.300847   0.0000000E+00   0.0000000E+00   0.0000000E+00
 23.500000   0.0000000E+00   0.0000000E+00   0.0000000E+00
 23.699153   0.0000000E+00   0.0000000E+00   0.0000000E+00
 23.898305   0.0000000E+00   0.0000000E+00   0.0000000E+00
 24.097458   0.0000000E+00   0.0000000E+00   0.0000000E+00
 24.296610   0.0000000E+00   0.0000000E+00   0.0000000E+00
 24.495763   0.0000000E+00   0.0000000E+00   0.0000000E+00
 24.694915   0.0000000E+00   0.0000000E+00   0.0000000E+00
 24.894068   0.0000000E+00   0.0000000E+00   0.0000000E+00
 25.093220   0.0000000E+00   0.0000000E+00   0.0000000E+00
 25.292373   0.0000000E+00   0.0000000E+00   0.0000000E+00
 25.491525   0.0000000E+00   0.0000000E+00   0.0000000E+00
 25.690678   0.0000000E+00   0.0000000E+00   0.0000000E+00
 25.889831   0.0000000E+00   0.0000000E+00   0.0000000E+00
 26.088983   0.0000000E+00   0.0000000E+00   0.0000000E+00
 26.288136   0.0000000E+00   0.0000000E+00   0.0000000E+00
 26.487288   0.0000000E+00   0.0000000E+00   0.0000000E+00
 26.686441   0.0000000E+00   0.0000000E+00   0.0000000E+00
 26.885593   0.0000000E+00   0.0000000E+00   0.0000000E+00
 27.084746   0.0000000E+00   0.0000000E+00   0.0000000E+00
 27.283898   0.0000000E+00   0.0000000E+00   0.0000000E+00
 27.483051   0.0000000E+00   0.0000000E+00   0.0000000E+00
