#  n+235U
# Incident Energy =   11.70000
# Particle spectrum from Pre-equilibrium emission from 236U
# num energy points =  138
#  E (MeV)               g               n               p
  0.000000   0.0000000E+00   0.0000000E+00   0.0000000E+00
  0.199153   0.0000000E+00   0.2481694E-01   0.8579217E-10
  0.398305   0.0000000E+00   0.4751816E-01   0.7908634E-10
  0.597458   0.0000000E+00   0.6276627E-01   0.7300198E-10
  0.796610   0.0000000E+00   0.7853516E-01   0.6747634E-10
  0.995763   0.0000000E+00   0.1005909E+00   0.6245293E-10
  1.194915   0.0000000E+00   0.1262217E+00   0.5788094E-10
  1.394068   0.0000000E+00   0.1463949E+00   0.5371475E-10
  1.593220   0.0000000E+00   0.1565127E+00   0.4991336E-10
  1.792373   0.0000000E+00   0.1592600E+00   0.4644001E-10
  1.991525   0.0000000E+00   0.1575494E+00   0.4324418E-10
  2.190678   0.0000000E+00   0.1535631E+00   0.4047161E-10
  2.389831   0.0000000E+00   0.1488281E+00   0.4175064E-10
  2.588983   0.0000000E+00   0.1443125E+00   0.7882784E-10
  2.788136   0.0000000E+00   0.1403457E+00   0.3472609E-09
  2.987288   0.0000000E+00   0.1367915E+00   0.1865357E-08
  3.186441   0.0000000E+00   0.1334899E+00   0.8905147E-08
  3.385593   0.0000000E+00   0.1302507E+00   0.3703032E-07
  3.584746   0.0000000E+00   0.1269732E+00   0.1354952E-06
  3.783898   0.0000000E+00   0.1236868E+00   0.4410453E-06
  3.983051   0.0000000E+00   0.1204692E+00   0.1306382E-05
  4.182203   0.0000000E+00   0.1174008E+00   0.3549310E-05
  4.381356   0.0000000E+00   0.1145070E+00   0.8895398E-05
  4.580508   0.0000000E+00   0.1118273E+00   0.2077167E-04
  4.779661   0.0000000E+00   0.1093995E+00   0.4552437E-04
  4.978814   0.0000000E+00   0.1071982E+00   0.9424092E-04
  5.177966   0.0000000E+00   0.1052273E+00   0.1852554E-03
  5.377119   0.0000000E+00   0.1034893E+00   0.8329013E-03
  5.576271   0.0000000E+00   0.1019440E+00   0.4199169E-02
  5.775424   0.0000000E+00   0.1005464E+00   0.3259330E-02
  5.974576   0.0000000E+00   0.9923534E-01   0.5988656E-02
  6.173729   0.0000000E+00   0.9794560E-01   0.7892902E-02
  6.372881   0.0000000E+00   0.9658165E-01   0.1337277E-01
  6.572034   0.0000000E+00   0.9505401E-01   0.1879431E-01
  6.771186   0.0000000E+00   0.9331727E-01   0.2868307E-01
  6.970339   0.0000000E+00   0.9130118E-01   0.3981172E-01
  7.169492   0.0000000E+00   0.8899800E-01   0.5603768E-01
  7.368644   0.0000000E+00   0.8642659E-01   0.7642796E-01
  7.567797   0.0000000E+00   0.8357131E-01   0.1020191E+00
  7.766949   0.0000000E+00   0.8047190E-01   0.1335084E+00
  7.966102   0.0000000E+00   0.7716011E-01   0.1704546E+00
  8.165254   0.0000000E+00   0.7363243E-01   0.2136912E+00
  8.364407   0.0000000E+00   0.6995594E-01   0.2626158E+00
  8.563559   0.0000000E+00   0.6612555E-01   0.3161485E+00
  8.762712   0.0000000E+00   0.6214390E-01   0.3718935E+00
  8.961864   0.0000000E+00   0.5804036E-01   0.4266067E+00
  9.161017   0.0000000E+00   0.5380402E-01   0.4755879E+00
  9.360169   0.0000000E+00   0.4942756E-01   0.5124554E+00
