E(MeV)      PFNS    Unc.(PFNS)  Unc.(%)
0.0106101  0.229126  0.269682  117.7
0.0119047  -0.102134  0.253913  -248.607
0.0133574  0.338898  0.237172  69.9832
0.0149871  0.146346  0.208789  142.668
0.0168159  0.0300492  0.194913  648.647
0.0188677  0.32531  0.179969  55.3223
0.0211699  0.210224  0.161869  76.9983
0.023753  -0.0444812  0.135101  -303.726
0.0266513  -0.108264  0.12523  -115.671
0.0299033  0.17605  0.116798  66.344
0.033552  0.0197995  0.107036  540.598
0.037646  0.106685  0.102047  95.6524
0.0422396  0.166099  0.0936936  56.4083
0.0473935  0.202316  0.0896422  44.3081
0.0531764  0.286139  0.0859555  30.0398
0.0596649  0.319418  0.0819361  25.6517
0.0669452  0.227416  0.0782593  34.4125
0.0751137  0.275113  0.0740797  26.9271
0.0842789  0.384779  0.0757526  19.6873
0.0945625  0.297368  0.0701924  23.6046
0.106101  0.300153  0.0609289  20.2993
0.119048  0.389984  0.0554845  14.2274
0.133574  0.344695  0.0483924  14.0392
0.149871  0.344876  0.0432088  12.5288
0.168158  0.466817  0.0376674  8.069
0.188677  0.476554  0.0306303  6.42745
0.211699  0.518832  0.0255781  4.92995
0.23753  0.491867  0.0212024  4.31059
0.266513  0.514921  0.0210392  4.08591
0.299033  0.435578  0.0216587  4.97239
0.33552  0.467165  0.0247552  5.29904
0.37646  0.484162  0.0283439  5.85421
0.422396  0.485686  0.033094  6.81387
0.473936  0.476893  0.037976  7.96321
0.531764  0.55822  0.0425847  7.62866
0.596649  0.570747  0.042811  7.50086
0.669451  0.582345  0.0416107  7.14537
0.751137  0.508596  0.0380011  7.47177
0.84279  0.562415  0.0373713  6.64478
0.945626  0.489753  0.033331  6.80568
1.06101  0.571834  0.0338026  5.91126
1.19048  0.444168  0.0285742  6.43319
1.33574  0.40892  0.025811  6.31198
1.49871  0.442518  0.0252461  5.7051
1.68159  0.410151  0.0233  5.68085
1.88677  0.404336  0.0221232  5.47149
2.11699  0.363965  0.0203278  5.58509
