E(MeV)      PFNS    Unc.(PFNS)  Unc.(%)
0.0106101  0.237783  0.21948  92.3026
0.0119047  0.140808  0.207328  147.242
0.0133574  0.190357  0.188971  99.2724
0.0149871  0.22386  0.167632  74.8823
0.0168159  0.0368733  0.156006  423.088
0.0188677  0.126635  0.141299  111.579
0.0211699  0.163726  0.127637  77.958
0.023753  0.189828  0.108143  56.9689
0.0266513  0.112151  0.0998959  89.0726
0.0299033  0.179605  0.0908124  50.5622
0.033552  0.227146  0.0849167  37.3842
0.037646  0.241514  0.0798498  33.0621
0.0422396  0.160139  0.0715404  44.6739
0.0473935  0.192176  0.0678815  35.3226
0.0531764  0.244809  0.0643113  26.27
0.0596649  0.226406  0.0605975  26.7649
0.0669452  0.258075  0.0593379  22.9925
0.0751137  0.202798  0.0547084  26.9769
0.0842789  0.31735  0.0554919  17.486
0.0945625  0.347051  0.0526112  15.1595
0.106101  0.30286  0.0446773  14.7518
0.119048  0.325634  0.0392486  12.053
0.133574  0.367214  0.0350307  9.53958
0.149871  0.41303  0.0316574  7.66467
0.168158  0.412014  0.0256694  6.23022
0.188677  0.436925  0.020639  4.7237
0.211699  0.466216  0.0167456  3.5918
0.23753  0.46715  0.0139112  2.97788
0.266513  0.450991  0.0132963  2.94823
0.299033  0.458629  0.0146151  3.1867
0.33552  0.474342  0.0165069  3.47996
0.37646  0.508157  0.0190355  3.74598
0.422396  0.505798  0.02216  4.3812
0.473936  0.549937  0.0261186  4.74938
0.531764  0.602724  0.0287652  4.77253
0.596649  0.599856  0.0285268  4.75561
0.669451  0.550118  0.0266331  4.84134
0.751137  0.548139  0.0252344  4.60366
0.84279  0.611213  0.024767  4.0521
0.945626  0.525489  0.0217695  4.14272
1.06101  0.543331  0.0209438  3.8547
1.19048  0.483022  0.0185611  3.84271
1.33574  0.445269  0.0167308  3.75745
1.49871  0.410418  0.0152225  3.70903
1.68159  0.405007  0.0143998  3.55545
1.88677  0.369799  0.0131775  3.56342
2.11699  0.320715  0.0118639  3.6992
