E(MeV)      PFNS    Unc.(PFNS)  Unc.(%)
0.0106101  0.242584  0.370305  152.65
0.0119047  0.185062  0.350045  189.15
0.0133574  0.0512031  0.316963  619.032
0.0149871  0.140324  0.279253  199.006
0.0168159  0.133688  0.25912  193.824
0.0188677  0.213396  0.230484  108.008
0.0211699  0.23179  0.203724  87.8914
0.023753  0.151182  0.168504  111.458
0.0266513  0.167379  0.153017  91.4195
0.0299033  0.270383  0.135048  49.9471
0.033552  0.153779  0.121528  79.0279
0.037646  0.194731  0.111063  57.0338
0.0422396  0.231932  0.0981371  42.3129
0.0473935  0.327227  0.0911332  27.8502
0.0531764  0.231299  0.0830437  35.9032
0.0596649  0.280239  0.0771511  27.5304
0.0669452  0.31421  0.0740202  23.5576
0.0751137  0.289041  0.0677339  23.434
0.0842789  0.323377  0.0664736  20.5561
0.0945625  0.308624  0.0617138  19.9964
0.106101  0.351175  0.0525833  14.9735
0.119048  0.379831  0.0455284  11.9865
0.133574  0.379312  0.0394463  10.3994
0.149871  0.409887  0.0347013  8.46607
0.168158  0.408313  0.0274437  6.72123
0.188677  0.410879  0.0211387  5.14474
0.211699  0.438933  0.0164855  3.75581
0.23753  0.468864  0.0135048  2.88034
0.266513  0.46588  0.0129015  2.76926
0.299033  0.471199  0.0141733  3.00793
0.33552  0.490429  0.0160658  3.27587
0.37646  0.463059  0.0179631  3.87923
0.422396  0.486157  0.0213857  4.39893
0.473936  0.524189  0.0251687  4.80146
0.531764  0.534773  0.0270043  5.04968
0.596649  0.536372  0.0264949  4.93964
0.669451  0.580307  0.0254502  4.38564
0.751137  0.54096  0.0232302  4.29426
0.84279  0.549588  0.0214893  3.91008
0.945626  0.540198  0.0193482  3.58169
1.06101  0.527471  0.0177661  3.36818
1.19048  0.476975  0.015529  3.25573
1.33574  0.461619  0.0140855  3.05132
1.49871  0.427162  0.0127317  2.98052
1.68159  0.396862  0.0116245  2.92911
1.88677  0.384921  0.0109294  2.8394
2.11699  0.349889  0.0100373  2.86871
