E(MeV)      PFNS    Unc.(PFNS)  Unc.(%)
0.0106101  0.137526  0.217537  158.179
0.0119047  0.113987  0.206509  181.168
0.0133574  0.130718  0.187995  143.817
0.0149871  0.0336217  0.165947  493.572
0.0168159  0.193538  0.156594  80.9114
0.0188677  0.115382  0.140705  121.948
0.0211699  0.0976837  0.126929  129.938
0.023753  0.229933  0.108553  47.2106
0.0266513  0.279243  0.101358  36.2974
0.0299033  0.18076  0.0903812  50.0006
0.033552  0.156388  0.083042  53.1
0.037646  0.204747  0.0776767  37.938
0.0422396  0.202447  0.069749  34.4529
0.0473935  0.26151  0.0661158  25.2823
0.0531764  0.297708  0.0621274  20.8686
0.0596649  0.292621  0.0581982  19.8886
0.0669452  0.335938  0.0567427  16.8908
0.0751137  0.308585  0.0522798  16.9418
0.0842789  0.337309  0.0519698  15.4072
0.0945625  0.33867  0.0489191  14.4445
0.106101  0.40865  0.0432806  10.5911
0.119048  0.376584  0.0376143  9.9883
0.133574  0.434182  0.0341689  7.86971
0.149871  0.394764  0.029897  7.57339
0.168158  0.403466  0.0246009  6.09738
0.188677  0.444037  0.0202883  4.56905
0.211699  0.461307  0.0165834  3.59486
0.23753  0.476369  0.0141014  2.96018
0.266513  0.492301  0.0138927  2.82199
0.299033  0.486937  0.0150765  3.0962
0.33552  0.480549  0.016704  3.47602
0.37646  0.519155  0.0193109  3.71967
0.422396  0.504172  0.0221997  4.40321
0.473936  0.563069  0.0263907  4.68694
0.531764  0.600543  0.028914  4.81465
0.596649  0.563925  0.028229  5.00581
0.669451  0.602098  0.0278605  4.62723
0.751137  0.56196  0.0259702  4.62137
0.84279  0.583804  0.0250233  4.28626
0.945626  0.504922  0.0221298  4.38282
1.06101  0.511891  0.0212313  4.14763
1.19048  0.526586  0.0201385  3.82436
1.33574  0.460559  0.0178155  3.86824
1.49871  0.432996  0.0164165  3.79137
1.68159  0.39862  0.0150677  3.77996
1.88677  0.32062  0.0129902  4.05159
2.11699  0.307198  0.012276  3.9961
