E(MeV)      PFNS    Unc.(PFNS)  Unc.(%)
0.0106101  0.117555  0.228631  194.488
0.0119047  0.168074  0.213489  127.021
0.0133574  0.0156094  0.19077  1222.15
0.0149871  0.131634  0.166286  126.325
0.0168159  0.12725  0.153223  120.411
0.0188677  0.13514  0.136288  100.849
0.0211699  0.0599826  0.120974  201.682
0.023753  0.169096  0.10139  59.96
0.0266513  0.157146  0.0929538  59.1513
0.0299033  0.159039  0.0829336  52.1468
0.033552  0.260252  0.0768326  29.5224
0.037646  0.155609  0.0706193  45.3825
0.0422396  0.271221  0.0640785  23.6259
0.0473935  0.207425  0.0594782  28.6746
0.0531764  0.224383  0.0554597  24.7165
0.0596649  0.227424  0.0519782  22.8552
0.0669452  0.27866  0.0506452  18.1746
0.0751137  0.289638  0.047037  16.2399
0.0842789  0.332978  0.0467675  14.0452
0.0945625  0.380061  0.0443172  11.6606
0.106101  0.344383  0.0376445  10.931
0.119048  0.374614  0.0331073  8.83771
0.133574  0.363105  0.0288377  7.94198
0.149871  0.358467  0.02532  7.06341
0.168158  0.412538  0.0208236  5.04768
0.188677  0.423076  0.0163742  3.87028
0.211699  0.439701  0.012953  2.94587
0.23753  0.457112  0.0107288  2.34708
0.266513  0.473372  0.0104451  2.20653
0.299033  0.474526  0.0113946  2.40125
0.33552  0.481175  0.0128  2.66016
0.37646  0.496636  0.0145345  2.92659
0.422396  0.481724  0.0168231  3.49228
0.473936  0.528585  0.0198566  3.75656
0.531764  0.525247  0.0212504  4.04579
0.596649  0.551415  0.0212521  3.85411
0.669451  0.542814  0.0201084  3.70448
0.751137  0.545447  0.018937  3.47183
0.84279  0.530813  0.0174208  3.28191
0.945626  0.504173  0.0155823  3.09066
1.06101  0.511894  0.0146323  2.85846
1.19048  0.485842  0.0131257  2.70165
1.33574  0.472544  0.012043  2.54854
1.49871  0.464586  0.011299  2.43205
1.68159  0.415178  0.0101023  2.43325
1.88677  0.394666  0.00944475  2.3931
2.11699  0.332245  0.00830723  2.50033
