E(MeV)      PFNS    Unc.(PFNS)  Unc.(%)
0.0106101  0.260427  0.070744  27.1647
0.0119047  0.0422668  0.0633795  149.951
0.0133574  0.115609  0.0579274  50.1066
0.0149871  0.109336  0.0511368  46.7703
0.0168159  0.0847373  0.0476712  56.2577
0.0188677  0.165512  0.0436257  26.3581
0.0211699  0.149257  0.0393913  26.3917
0.023753  0.0769703  0.0329781  42.8453
0.0266513  0.155069  0.031408  20.2541
0.0299033  0.173859  0.0288057  16.5685
0.033552  0.177869  0.0270886  15.2295
0.037646  0.210891  0.0261383  12.3942
0.0422396  0.204538  0.0238524  11.6616
0.0473935  0.252261  0.023501  9.31612
0.0531764  0.292566  0.0229796  7.8545
0.0596649  0.274575  0.0217583  7.92436
0.0669452  0.269697  0.0211979  7.85988
0.0751137  0.31004  0.0207632  6.69694
0.0842789  0.323522  0.0209223  6.46704
0.0945625  0.350942  0.0203447  5.79716
0.106101  0.350411  0.0180867  5.16156
0.119048  0.324347  0.0159948  4.93138
0.133574  0.367411  0.0150329  4.09159
0.149871  0.39943  0.0140413  3.51533
0.168158  0.438752  0.0124781  2.84399
0.188677  0.428885  0.0100644  2.34664
0.211699  0.452942  0.0084552  1.86673
0.23753  0.46741  0.00728893  1.55943
0.266513  0.461339  0.00700095  1.51753
0.299033  0.465027  0.00757133  1.62815
0.33552  0.485907  0.00861213  1.77238
0.37646  0.486836  0.00942726  1.93643
0.422396  0.489  0.0108106  2.21077
0.473936  0.510146  0.012413  2.43322
0.531764  0.553655  0.0139878  2.52645
0.596649  0.540703  0.0137802  2.54857
0.669451  0.540038  0.0133535  2.47269
0.751137  0.565607  0.0132309  2.33924
0.84279  0.530872  0.0121704  2.29252
0.945626  0.521338  0.0112786  2.1634
1.06101  0.518685  0.0107841  2.07912
1.19048  0.501918  0.00996439  1.98526
1.33574  0.474923  0.0091668  1.93016
1.49871  0.43762  0.00836698  1.91193
1.68159  0.412279  0.00768888  1.86497
1.88677  0.370738  0.00697569  1.88157
2.11699  0.342122  0.00645194  1.88586
