E(MeV)      PFNS    Unc.(PFNS)  Unc.(%)
0.0106101  0.292073  0.223579  76.5491
0.0119047  0.0123743  0.211159  1706.43
0.0133574  0.029269  0.19248  657.624
0.0149871  0.0545575  0.170291  312.131
0.0168159  0.0145636  0.158921  1091.22
0.0188677  0.0925402  0.143827  155.421
0.0211699  0.150334  0.130334  86.6964
0.023753  0.134956  0.110279  81.7147
0.0266513  0.0583294  0.101849  174.61
0.0299033  0.0906092  0.0921344  101.683
0.033552  0.117185  0.0857756  73.1965
0.037646  0.185281  0.0809869  43.7102
0.0422396  0.210144  0.073379  34.9184
0.0473935  0.282668  0.0697773  24.6852
0.0531764  0.181176  0.0640037  35.3269
0.0596649  0.328966  0.0617463  18.7698
0.0669452  0.271186  0.0590723  21.7829
0.0751137  0.287054  0.0550821  19.1888
0.0842789  0.318453  0.0547923  17.2058
0.0945625  0.345931  0.0518609  14.9917
0.106101  0.327233  0.0443206  13.544
0.119048  0.40425  0.0397842  9.84147
0.133574  0.385893  0.0347644  9.00882
0.149871  0.406317  0.0311196  7.65895
0.168158  0.446779  0.0258793  5.79241
0.188677  0.463391  0.0208655  4.50279
0.211699  0.512064  0.0173007  3.37863
0.23753  0.490095  0.0142351  2.90455
0.266513  0.508567  0.0140079  2.75438
0.299033  0.493404  0.0150954  3.05944
0.33552  0.490849  0.0167918  3.42097
0.37646  0.488374  0.0188719  3.86423
0.422396  0.53145  0.0225806  4.24886
0.473936  0.549489  0.0261917  4.76656
0.531764  0.547845  0.028055  5.12097
0.596649  0.584485  0.0284788  4.87247
0.669451  0.596275  0.0275899  4.62705
0.751137  0.53924  0.02538  4.70662
0.84279  0.55673  0.0242773  4.3607
0.945626  0.521818  0.0220886  4.233
1.06101  0.492498  0.0205264  4.16782
1.19048  0.504344  0.0193381  3.83431
1.33574  0.465326  0.0174848  3.75755
1.49871  0.414673  0.0156893  3.78355
1.68159  0.391553  0.0145548  3.7172
1.88677  0.358116  0.0133368  3.72416
2.11699  0.3356  0.0124709  3.71599
