E(MeV)      PFNS    Unc.(PFNS)  Unc.(%)
0.0106101  0.0291043  0.234746  806.568
0.0119047  -0.0499838  0.218066  -436.274
0.0133574  0.138265  0.195019  141.047
0.0149871  0.0520556  0.168907  324.474
0.0168159  0.0498861  0.155103  310.914
0.0188677  0.207652  0.138028  66.4707
0.0211699  0.136102  0.122174  89.7666
0.023753  0.15065  0.101819  67.5866
0.0266513  0.180487  0.0932933  51.6899
0.0299033  0.171063  0.0829901  48.5143
0.033552  0.220677  0.0763909  34.6167
0.037646  0.209423  0.0706859  33.7526
0.0422396  0.197728  0.0631173  31.9213
0.0473935  0.263288  0.0594619  22.5844
0.0531764  0.297793  0.0555627  18.6582
0.0596649  0.280668  0.051866  18.4795
0.0669452  0.29163  0.0501119  17.1834
0.0751137  0.339195  0.0468613  13.8154
0.0842789  0.320217  0.0458992  14.3338
0.0945625  0.336735  0.0431375  12.8105
0.106101  0.350219  0.0370593  10.5817
0.119048  0.306522  0.0317852  10.3696
0.133574  0.367888  0.0284133  7.72335
0.149871  0.40569  0.0254385  6.27042
0.168158  0.438478  0.0208705  4.75976
0.188677  0.434468  0.0163605  3.76564
0.211699  0.461628  0.0131218  2.8425
0.23753  0.46086  0.0107804  2.33918
0.266513  0.468732  0.0104433  2.22798
0.299033  0.472749  0.0114085  2.41322
0.33552  0.49247  0.0129263  2.6248
0.37646  0.486003  0.0144315  2.96943
0.422396  0.476058  0.0167233  3.51286
0.473936  0.503241  0.0195318  3.8812
0.531764  0.549965  0.0215083  3.91085
0.596649  0.548843  0.0212633  3.87421
0.669451  0.526056  0.0200244  3.80651
0.751137  0.559504  0.0193067  3.45068
0.84279  0.538784  0.0177627  3.29681
0.945626  0.524991  0.0161111  3.06884
1.06101  0.49773  0.0147349  2.96042
1.19048  0.511123  0.0137467  2.6895
1.33574  0.482858  0.0124634  2.58117
1.49871  0.432946  0.0111372  2.57243
1.68159  0.411479  0.0103106  2.50575
1.88677  0.372864  0.00939126  2.51868
2.11699  0.344911  0.00871154  2.52574
