E(MeV)      PFNS    Unc.(PFNS)  Unc.(%)
0.0106101  0.00349799  0.22213  6350.21
0.0119047  -0.021604  0.208636  -965.73
0.0133574  0.0519078  0.188108  362.389
0.0149871  -0.0461383  0.16428  -356.059
0.0168159  0.163919  0.153027  93.3552
0.0188677  0.239796  0.137268  57.2438
0.0211699  0.133448  0.122274  91.6265
0.023753  0.183535  0.102934  56.0843
0.0266513  0.13463  0.0946585  70.3102
0.0299033  0.182206  0.0851966  46.7583
0.033552  0.19086  0.0787983  41.286
0.037646  0.161849  0.0733889  45.3442
0.0422396  0.270289  0.0671011  24.8257
0.0473935  0.217212  0.062798  28.9109
0.0531764  0.284455  0.0594588  20.9027
0.0596649  0.242617  0.0557113  22.9627
0.0669452  0.304521  0.0547742  17.987
0.0751137  0.34565  0.0515597  14.9167
0.0842789  0.368137  0.0513669  13.9532
0.0945625  0.377866  0.0485559  12.85
0.106101  0.425803  0.0424232  9.96309
0.119048  0.409033  0.0370529  9.05865
0.133574  0.443845  0.0330301  7.44181
0.149871  0.486621  0.0297907  6.12196
0.168158  0.497305  0.0243355  4.89348
0.188677  0.533349  0.0196454  3.68341
0.211699  0.560956  0.0158624  2.82774
0.23753  0.576003  0.0132723  2.30421
0.266513  0.54967  0.012586  2.28975
0.299033  0.571014  0.0139288  2.43931
0.33552  0.556764  0.0154209  2.76974
0.37646  0.546271  0.0172404  3.15602
0.422396  0.570304  0.0204098  3.57876
0.473936  0.587122  0.0236813  4.03345
0.531764  0.593835  0.0254889  4.29226
0.596649  0.589605  0.0251477  4.26519
0.669451  0.557442  0.0235642  4.2272
0.751137  0.523305  0.0217405  4.15447
0.84279  0.543953  0.0205263  3.77355
0.945626  0.50159  0.01829  3.64641
1.06101  0.497675  0.0170785  3.43166
1.19048  0.455859  0.0151337  3.31982
1.33574  0.425494  0.0135812  3.19187
1.49871  0.40713  0.0124932  3.06861
1.68159  0.393183  0.0116376  2.95984
1.88677  0.34467  0.010401  3.01768
2.11699  0.318002  0.0096176  3.02438
