E(MeV)      PFNS    Unc.(PFNS)  Unc.(%)
0.0106101  0.143343  0.198977  138.812
0.0119047  -0.0931367  0.187934  -201.783
0.0133574  0.0931535  0.171396  183.994
0.0149871  0.0507109  0.151125  298.012
0.0168159  0.123262  0.141345  114.67
0.0188677  0.178728  0.127526  71.3522
0.0211699  0.21167  0.114657  54.1678
0.023753  0.146962  0.0958717  65.2358
0.0266513  0.199298  0.088212  44.2613
0.0299033  0.182813  0.0783984  42.8844
0.033552  0.178309  0.0717416  40.2343
0.037646  0.166142  0.0661358  39.8069
0.0422396  0.208471  0.0591798  28.3875
0.0473935  0.277622  0.0556237  20.0358
0.0531764  0.257609  0.0511961  19.8736
0.0596649  0.27669  0.0478694  17.3008
0.0669452  0.293164  0.046143  15.7396
0.0751137  0.311655  0.0428294  13.7425
0.0842789  0.324437  0.0421946  13.0055
0.0945625  0.287073  0.0390479  13.6021
0.106101  0.329441  0.0339187  10.2958
0.119048  0.360619  0.0300289  8.32705
0.133574  0.414116  0.0270848  6.54039
0.149871  0.390775  0.0237239  6.07099
0.168158  0.419313  0.0196594  4.68849
0.188677  0.409189  0.0155012  3.78827
0.211699  0.440978  0.0126519  2.86905
0.23753  0.453753  0.0106284  2.34233
0.266513  0.446123  0.0102048  2.28745
0.299033  0.470174  0.0113466  2.41328
0.33552  0.459267  0.012536  2.72957
0.37646  0.493806  0.0144277  2.92174
0.422396  0.480063  0.0166049  3.45891
0.473936  0.541854  0.0197859  3.65152
0.531764  0.575398  0.0216812  3.76803
0.596649  0.541607  0.0210752  3.89123
0.669451  0.586415  0.0208048  3.5478
0.751137  0.565263  0.0195425  3.45723
0.84279  0.567063  0.0184648  3.25623
0.945626  0.551365  0.016977  3.07908
1.06101  0.506214  0.0155485  3.07153
1.19048  0.522893  0.0147361  2.81818
1.33574  0.466586  0.0131092  2.8096
1.49871  0.423995  0.0118652  2.79844
1.68159  0.399859  0.0109736  2.74437
1.88677  0.362448  0.0100091  2.76154
2.11699  0.324585  0.00913615  2.81472
