E(MeV)      PFNS    Unc.(PFNS)  Unc.(%)
0.0106101  0.130518  0.212399  162.735
0.0119047  0.134839  0.199559  147.998
0.0133574  0.191731  0.180152  93.9608
0.0149871  0.140792  0.157596  111.935
0.0168159  0.217902  0.146453  67.2105
0.0188677  0.109817  0.130625  118.948
0.0211699  0.201307  0.117537  58.3869
0.023753  0.22749  0.0992512  43.6289
0.0266513  0.172765  0.0916029  53.0216
0.0299033  0.137678  0.0823094  59.7842
0.033552  0.219941  0.0768898  34.9593
0.037646  0.194597  0.0718669  36.9312
0.0422396  0.178316  0.0648477  36.3668
0.0473935  0.185664  0.0612134  32.9699
0.0531764  0.325456  0.0586377  18.0171
0.0596649  0.291991  0.0550154  18.8414
0.0669452  0.352707  0.054077  15.332
0.0751137  0.280699  0.0496836  17.6999
0.0842789  0.340174  0.0498302  14.6484
0.0945625  0.400867  0.0476393  11.8841
0.106101  0.389651  0.0409929  10.5204
0.119048  0.366085  0.0356646  9.74218
0.133574  0.43144  0.0321083  7.44212
0.149871  0.443579  0.0285939  6.44618
0.168158  0.459651  0.0233544  5.0809
0.188677  0.450517  0.0183288  4.0684
0.211699  0.510109  0.0150293  2.94629
0.23753  0.520452  0.0124948  2.40077
0.266513  0.520106  0.0120581  2.3184
0.299033  0.529856  0.0132544  2.50151
0.33552  0.53636  0.01489  2.77612
0.37646  0.536305  0.0167642  3.12587
0.422396  0.542344  0.0196716  3.62714
0.473936  0.565325  0.0229362  4.05718
0.531764  0.608452  0.0251407  4.13191
0.596649  0.580327  0.0245237  4.22585
0.669451  0.601118  0.0236306  3.93111
0.751137  0.565891  0.0218574  3.86247
0.84279  0.590509  0.0207328  3.511
0.945626  0.543123  0.0184915  3.40465
1.06101  0.530385  0.0172185  3.24641
1.19048  0.471435  0.0151004  3.20307
1.33574  0.430489  0.0134405  3.12215
1.49871  0.401694  0.0122226  3.04276
1.68159  0.384125  0.0113247  2.94817
1.88677  0.333223  0.0100703  3.02208
2.11699  0.294554  0.00911301  3.09384
