E(MeV)      PFNS    Unc.(PFNS)  Unc.(%)
0.0106101  -0.0845016  0.244542  -289.394
0.0119047  0.0294488  0.229974  780.926
0.0133574  0.253835  0.208693  82.2161
0.0149871  0.125774  0.182466  145.075
0.0168159  0.0479172  0.169191  353.091
0.0188677  0.151447  0.152296  100.561
0.0211699  0.319354  0.137782  43.1438
0.023753  0.187797  0.115144  61.3128
0.0266513  0.176194  0.106211  60.281
0.0299033  0.233227  0.0958925  41.1155
0.033552  0.191969  0.0883821  46.0398
0.037646  0.212107  0.0827768  39.026
0.0422396  0.193507  0.0745124  38.5063
0.0473935  0.277052  0.0710666  25.6509
0.0531764  0.305479  0.0669303  21.91
0.0596649  0.214199  0.062087  28.9857
0.0669452  0.308962  0.0614473  19.8883
0.0751137  0.286527  0.0570751  19.9197
0.0842789  0.306309  0.0568534  18.5608
0.0945625  0.33121  0.054021  16.3102
0.106101  0.33076  0.0466254  14.0964
0.119048  0.295342  0.0404016  13.6796
0.133574  0.369602  0.0365864  9.89884
0.149871  0.407458  0.0330457  8.1102
0.168158  0.446924  0.0273821  6.1268
0.188677  0.445904  0.0217655  4.88121
0.211699  0.452602  0.0174071  3.84601
0.23753  0.48455  0.0147837  3.05101
0.266513  0.452533  0.0139883  3.09111
0.299033  0.49558  0.0158028  3.18875
0.33552  0.487774  0.0175767  3.60345
0.37646  0.466011  0.0196155  4.20923
0.422396  0.490256  0.0233235  4.75741
0.473936  0.493078  0.0270042  5.47665
0.531764  0.471364  0.0286412  6.07623
0.596649  0.54511  0.0295122  5.414
0.669451  0.521362  0.02787  5.34562
0.751137  0.567416  0.0270386  4.76522
0.84279  0.557802  0.0252445  4.52571
0.945626  0.535374  0.0229917  4.2945
1.06101  0.534348  0.0216675  4.05493
1.19048  0.475816  0.0190882  4.01168
1.33574  0.456193  0.0174039  3.81502
1.49871  0.421853  0.0157936  3.74385
1.68159  0.432533  0.0152034  3.51497
1.88677  0.403313  0.0140424  3.48177
2.11699  0.335273  0.0123437  3.68168
