E(MeV)      PFNS    Unc.(PFNS)  Unc.(%)
0.0106101  0.0175917  0.0770396  437.932
0.0119047  0.145435  0.0737842  50.7336
0.0133574  0.107642  0.0669218  62.1706
0.0149871  0.0382257  0.0588022  153.829
0.0168159  0.145459  0.0558098  38.3681
0.0188677  0.15815  0.0506665  32.0371
0.0211699  0.131231  0.0457471  34.8601
0.023753  0.135078  0.0390316  28.8956
0.0266513  0.181727  0.0369963  20.3582
0.0299033  0.219119  0.0342354  15.6241
0.033552  0.219482  0.0322443  14.6911
0.037646  0.1734  0.0299773  17.2879
0.0422396  0.208538  0.0279381  13.3971
0.0473935  0.246862  0.0272688  11.0462
0.0531764  0.247167  0.0259071  10.4816
0.0596649  0.266135  0.0251517  9.45072
0.0669452  0.261615  0.0245962  9.40166
0.0751137  0.292309  0.0237979  8.14136
0.0842789  0.285623  0.023671  8.28751
0.0945625  0.342588  0.0234754  6.85238
0.106101  0.356151  0.0210376  5.90693
0.119048  0.355574  0.0190366  5.35376
0.133574  0.37705  0.0174534  4.62893
0.149871  0.379981  0.0158074  4.16004
0.168158  0.417927  0.0138562  3.31546
0.188677  0.419535  0.0113282  2.70017
0.211699  0.461265  0.00969295  2.10138
0.23753  0.459819  0.0082021  1.78377
0.266513  0.463817  0.00799929  1.72467
0.299033  0.473348  0.00873911  1.84623
0.33552  0.476029  0.00973487  2.04501
0.37646  0.491704  0.0109146  2.21975
0.422396  0.494885  0.0125817  2.54235
0.473936  0.509862  0.0144327  2.83071
0.531764  0.54749  0.0160798  2.93701
0.596649  0.538833  0.0159386  2.95798
0.669451  0.532591  0.0153721  2.88627
0.751137  0.549824  0.0150447  2.73627
0.84279  0.547752  0.0142942  2.60961
0.945626  0.514716  0.0129902  2.52376
1.06101  0.524604  0.0125633  2.39482
1.19048  0.498359  0.0114931  2.30618
1.33574  0.46333  0.0104501  2.25544
1.49871  0.434512  0.0096271  2.21561
1.68159  0.422907  0.00904277  2.13824
1.88677  0.374418  0.00813461  2.1726
2.11699  0.348072  0.00756576  2.17362
