E(MeV)      PFNS    Unc.(PFNS)  Unc.(%)
0.0106101  0.10388  0.080193  77.1979
0.0119047  0.246432  0.0772424  31.3443
0.0133574  -0.012594  0.0686471  -545.077
0.0149871  0.0361007  0.0609827  168.924
0.0168159  0.141096  0.0579124  41.0446
0.0188677  0.169388  0.0527612  31.1481
0.0211699  0.0878583  0.04725  53.7797
0.023753  0.129787  0.0405968  31.2795
0.0266513  0.16619  0.0383644  23.0846
0.0299033  0.176274  0.035123  19.9253
0.033552  0.219071  0.0335778  15.3274
0.037646  0.164081  0.0311371  18.9766
0.0422396  0.224344  0.0293505  13.0828
0.0473935  0.216018  0.0279184  12.9241
0.0531764  0.230397  0.0267272  11.6005
0.0596649  0.241631  0.025786  10.6716
0.0669452  0.272403  0.0257984  9.47066
0.0751137  0.31946  0.0252318  7.89826
0.0842789  0.304735  0.0249739  8.19528
0.0945625  0.373141  0.0249358  6.68268
0.106101  0.351308  0.0217875  6.20184
0.119048  0.375142  0.020099  5.3577
0.133574  0.355209  0.0177591  4.99963
0.149871  0.408605  0.0168362  4.12042
0.168158  0.410464  0.014226  3.46584
0.188677  0.419126  0.0117084  2.79352
0.211699  0.452492  0.00991017  2.19013
0.23753  0.453353  0.0084036  1.85366
0.266513  0.473729  0.00835246  1.76313
0.299033  0.468577  0.00898484  1.91747
0.33552  0.470025  0.0100014  2.12783
0.37646  0.491405  0.0113005  2.29963
0.422396  0.498823  0.0130929  2.62475
0.473936  0.514392  0.0150413  2.92409
0.531764  0.544175  0.01663  3.05601
0.596649  0.545171  0.016613  3.04729
0.669451  0.537853  0.0160054  2.97579
0.751137  0.551066  0.0155921  2.82944
0.84279  0.543294  0.0147373  2.71259
0.945626  0.513164  0.0134312  2.61733
1.06101  0.522032  0.0129668  2.4839
1.19048  0.489541  0.0117788  2.40608
1.33574  0.47073  0.0109029  2.31617
1.49871  0.440116  0.0100262  2.27808
1.68159  0.421191  0.00932952  2.21503
1.88677  0.383815  0.00853487  2.22369
2.11699  0.336668  0.00767737  2.2804
