E(MeV)      PFNS    Unc.(PFNS)  Unc.(%)
0.0106101  0.186052  0.243592  130.927
0.0119047  0.194731  0.231777  119.024
0.0133574  0.236136  0.212351  89.9275
0.0149871  -0.00561517  0.186513  -3321.59
0.0168159  0.189574  0.176598  93.1551
0.0188677  0.093218  0.15886  170.417
0.0211699  0.180069  0.14424  80.1025
0.023753  0.045316  0.121354  267.795
0.0266513  0.0579093  0.113348  195.733
0.0299033  0.302449  0.105246  34.7981
0.033552  0.170582  0.0965287  56.5878
0.037646  0.306367  0.0927036  30.259
0.0422396  0.146833  0.0823048  56.0533
0.0473935  0.279176  0.0797335  28.5603
0.0531764  0.324156  0.0758872  23.4107
0.0596649  0.319295  0.0718529  22.5036
0.0669452  0.198911  0.0681287  34.2509
0.0751137  0.23429  0.0639931  27.3136
0.0842789  0.307681  0.0645843  20.9907
0.0945625  0.34487  0.0616011  17.8621
0.106101  0.428695  0.054695  12.7585
0.119048  0.324704  0.0465049  14.3222
0.133574  0.406587  0.0425276  10.4597
0.149871  0.335225  0.0367713  10.9691
0.168158  0.43447  0.0314752  7.24449
0.188677  0.439232  0.0252831  5.7562
0.211699  0.520119  0.0214716  4.12822
0.23753  0.508654  0.0179057  3.5202
0.266513  0.479303  0.0170361  3.55434
0.299033  0.462871  0.018387  3.97238
0.33552  0.466439  0.0205674  4.40945
0.37646  0.501662  0.0238073  4.74567
0.422396  0.475294  0.0273068  5.74526
0.473936  0.548215  0.032813  5.98542
0.531764  0.568853  0.0355627  6.25164
0.596649  0.538263  0.0348723  6.47867
0.669451  0.562381  0.0340457  6.05384
0.751137  0.526883  0.0317469  6.02542
0.84279  0.538562  0.0303067  5.62734
0.945626  0.53171  0.028201  5.30383
1.06101  0.579295  0.0278424  4.80626
1.19048  0.456292  0.0235972  5.17152
1.33574  0.459456  0.0221364  4.81795
1.49871  0.428553  0.0202925  4.73512
1.68159  0.399068  0.0187368  4.69514
1.88677  0.38798  0.0176709  4.55458
2.11699  0.325039  0.0156853  4.82568
