E(MeV)      PFNS    Unc.(PFNS)  Unc.(%)
0.0106101  0.0228148  0.104696  458.893
0.0119047  -0.0137337  0.0997121  -726.04
0.0133574  0.109575  0.0922741  84.2109
0.0149871  -0.0248239  0.0811288  -326.817
0.0168159  0.287306  0.0792944  27.5993
0.0188677  0.242618  0.0718637  29.6201
0.0211699  0.212161  0.065285  30.7714
0.023753  0.204911  0.055949  27.304
0.0266513  0.132753  0.0517752  39.0011
0.0299033  0.17697  0.0478325  27.0287
0.033552  0.226969  0.0457269  20.1467
0.037646  0.178408  0.042813  23.9973
0.0422396  0.230984  0.0400812  17.3523
0.0473935  0.218027  0.0382067  17.5238
0.0531764  0.250274  0.0369014  14.7444
0.0596649  0.226287  0.0350649  15.4958
0.0669452  0.296011  0.0357018  12.061
0.0751137  0.289507  0.0338127  11.6794
0.0842789  0.335217  0.0347313  10.3608
0.0945625  0.335158  0.0332821  9.93026
0.106101  0.40506  0.0305756  7.54843
0.119048  0.400947  0.0275293  6.86607
0.133574  0.456593  0.0257411  5.63764
0.149871  0.474973  0.0236423  4.9776
0.168158  0.482774  0.0200251  4.14792
0.188677  0.509611  0.0167534  3.28749
0.211699  0.535808  0.01404  2.62034
0.23753  0.533533  0.0119129  2.23283
0.266513  0.512816  0.0113989  2.22282
0.299033  0.546367  0.0127614  2.33568
0.33552  0.52945  0.0140031  2.64485
0.37646  0.497575  0.0152644  3.06775
0.422396  0.522216  0.01804  3.45451
0.473936  0.5216  0.0206521  3.95938
0.531764  0.530755  0.0223836  4.2173
0.596649  0.539034  0.0224925  4.17275
0.669451  0.539303  0.0217634  4.03547
0.751137  0.505882  0.0203623  4.02512
0.84279  0.555509  0.0200715  3.61318
0.945626  0.515522  0.0182355  3.53729
1.06101  0.522614  0.0175257  3.35347
1.19048  0.466047  0.0155744  3.34181
1.33574  0.454498  0.0144371  3.17649
1.49871  0.411998  0.0130335  3.16348
1.68159  0.413736  0.0124375  3.00614
1.88677  0.365841  0.0111893  3.05853
2.11699  0.335569  0.0103341  3.07957
