E(MeV)      PFNS    Unc.(PFNS)  Unc.(%)
0.0106101  0.0476005  0.120733  253.637
0.0119047  0.0518815  0.115999  223.585
0.0133574  0.211924  0.108546  51.2195
0.0149871  -0.00558432  0.0950095  -1701.36
0.0168159  0.212169  0.0924691  43.5827
0.0188677  0.160847  0.084022  52.2371
0.0211699  0.0582133  0.0757058  130.049
0.023753  0.229732  0.0671082  29.2116
0.0266513  0.223347  0.0632635  28.3252
0.0299033  0.0960583  0.0562968  58.6069
0.033552  0.185859  0.0540559  29.0844
0.037646  0.175508  0.0510415  29.0822
0.0422396  0.159237  0.0464388  29.1634
0.0473935  0.213666  0.0451539  21.1329
0.0531764  0.290793  0.0442069  15.2022
0.0596649  0.294569  0.0423709  14.384
0.0669452  0.343658  0.0424919  12.3646
0.0751137  0.283399  0.0390605  13.7829
0.0842789  0.316012  0.0396506  12.5472
0.0945625  0.338153  0.0382767  11.3194
0.106101  0.379335  0.03451  9.09751
0.119048  0.393467  0.0312833  7.95067
0.133574  0.394729  0.0282027  7.14483
0.149871  0.392786  0.0255216  6.4976
0.168158  0.435389  0.0221063  5.07736
0.188677  0.4513  0.018398  4.07666
0.211699  0.477495  0.0154995  3.24599
0.23753  0.513489  0.0136695  2.66207
0.266513  0.511199  0.0133339  2.60836
0.299033  0.491093  0.0142483  2.90135
0.33552  0.521412  0.0162445  3.11548
0.37646  0.540154  0.0184285  3.41172
0.422396  0.546198  0.0213703  3.91256
0.473936  0.556204  0.0245519  4.41419
0.531764  0.595893  0.0270637  4.54171
0.596649  0.581514  0.0268711  4.6209
0.669451  0.60633  0.0265395  4.37708
0.751137  0.544269  0.0245025  4.50191
0.84279  0.548336  0.0235073  4.28702
0.945626  0.512115  0.0215631  4.21059
1.06101  0.537492  0.0211747  3.93953
1.19048  0.502292  0.019368  3.85592
1.33574  0.450362  0.017384  3.86001
1.49871  0.441165  0.0163737  3.71147
1.68159  0.403113  0.0149935  3.71942
1.88677  0.319359  0.0128381  4.01994
2.11699  0.298383  0.011994  4.01968
