#  n+238U
# Incident Energy =   15.85169
# Particle spectrum from Pre-equilibrium emission from 239U
# num energy points =  128
#  E (MeV)               g               n               p
  0.000000   0.0000000E+00   0.0000000E+00   0.0000000E+00
  0.201087   0.0000000E+00   0.1871393E-01   0.9031854E-11
  0.402175   0.0000000E+00   0.3582893E-01   0.8412202E-11
  0.603262   0.0000000E+00   0.4746415E-01   0.7841316E-11
  0.804350   0.0000000E+00   0.6049812E-01   0.7315167E-11
  1.005437   0.0000000E+00   0.7925710E-01   0.6830046E-11
  1.206525   0.0000000E+00   0.9988484E-01   0.6382544E-11
  1.407612   0.0000000E+00   0.1145216E+00   0.5969524E-11
  1.608700   0.0000000E+00   0.1212444E+00   0.5588106E-11
  1.809787   0.0000000E+00   0.1228886E+00   0.5235645E-11
  2.010875   0.0000000E+00   0.1215122E+00   0.4907072E-11
  2.211962   0.0000000E+00   0.1186307E+00   0.4639551E-11
  2.413050   0.0000000E+00   0.1153788E+00   0.5073096E-11
  2.614137   0.0000000E+00   0.1123732E+00   0.1169604E-10
  2.815224   0.0000000E+00   0.1097609E+00   0.5855065E-10
  3.016312   0.0000000E+00   0.1073685E+00   0.3185446E-09
  3.217399   0.0000000E+00   0.1050478E+00   0.1531099E-08
  3.418487   0.0000000E+00   0.1027231E+00   0.6353270E-08
  3.619574   0.0000000E+00   0.1003811E+00   0.2314590E-07
  3.820662   0.0000000E+00   0.9807950E-01   0.7528495E-07
  4.021749   0.0000000E+00   0.9587985E-01   0.2216017E-06
  4.222837   0.0000000E+00   0.9384258E-01   0.5973818E-06
  4.423924   0.0000000E+00   0.9198969E-01   0.1488146E-05
  4.625012   0.0000000E+00   0.9035037E-01   0.3448305E-05
  4.826099   0.0000000E+00   0.8893580E-01   0.7511078E-05
  5.027187   0.0000000E+00   0.8775624E-01   0.1546042E-04
  5.228274   0.0000000E+00   0.8680670E-01   0.3120192E-04
  5.429361   0.0000000E+00   0.8607884E-01   0.3037262E-03
  5.630449   0.0000000E+00   0.8553047E-01   0.3616301E-03
  5.831536   0.0000000E+00   0.8514353E-01   0.6061990E-03
  6.032624   0.0000000E+00   0.8481300E-01   0.7725133E-03
  6.233711   0.0000000E+00   0.8451642E-01   0.1351234E-02
  6.434799   0.0000000E+00   0.8414703E-01   0.1969788E-02
  6.635886   0.0000000E+00   0.8367170E-01   0.3080547E-02
  6.836974   0.0000000E+00   0.8302441E-01   0.4535700E-02
  7.038061   0.0000000E+00   0.8217182E-01   0.6481017E-02
  7.239149   0.0000000E+00   0.8112181E-01   0.9215600E-02
  7.440236   0.0000000E+00   0.7989697E-01   0.1273043E-01
  7.641324   0.0000000E+00   0.7848591E-01   0.1735945E-01
  7.842411   0.0000000E+00   0.7697251E-01   0.2316172E-01
  8.043498   0.0000000E+00   0.7534391E-01   0.3039819E-01
  8.244586   0.0000000E+00   0.7362152E-01   0.3934319E-01
  8.445673   0.0000000E+00   0.7185635E-01   0.5019382E-01
  8.646761   0.0000000E+00   0.7004051E-01   0.6310391E-01
  8.847848   0.0000000E+00   0.6819579E-01   0.7819936E-01
