#  n+238U
# Incident Energy =    8.17826
# Particle spectrum from Pre-equilibrium emission from 239U
# num energy points =  128
#  E (MeV)               g               n               p
  0.000000   0.0000000E+00   0.0000000E+00   0.0000000E+00
  0.201087   0.0000000E+00   0.4569653E-01   0.1246667E-04
  0.402175   0.0000000E+00   0.8471029E-01   0.1133454E-04
  0.603262   0.0000000E+00   0.1088854E+00   0.1032040E-04
  0.804350   0.0000000E+00   0.1348678E+00   0.9408506E-05
  1.005437   0.0000000E+00   0.1721443E+00   0.8585375E-05
  1.206525   0.0000000E+00   0.2117181E+00   0.7839467E-05
  1.407612   0.0000000E+00   0.2372472E+00   0.7160874E-05
  1.608700   0.0000000E+00   0.2458155E+00   0.6541067E-05
  1.809787   0.0000000E+00   0.2441141E+00   0.5972687E-05
  2.010875   0.0000000E+00   0.2367272E+00   0.5446422E-05
  2.211962   0.0000000E+00   0.2268277E+00   0.4999429E-05
  2.413050   0.0000000E+00   0.2166322E+00   0.5292990E-05
  2.614137   0.0000000E+00   0.2072467E+00   0.1177604E-04
  2.815224   0.0000000E+00   0.1988506E+00   0.5665506E-04
  3.016312   0.0000000E+00   0.1910430E+00   0.2947331E-03
  3.217399   0.0000000E+00   0.1834454E+00   0.1346186E-02
  3.418487   0.0000000E+00   0.1760027E+00   0.5267108E-02
  3.619574   0.0000000E+00   0.1685693E+00   0.1791743E-01
  3.820662   0.0000000E+00   0.1612117E+00   0.5373883E-01
  4.021749   0.0000000E+00   0.1539960E+00   0.1434713E+00
  4.222837   0.0000000E+00   0.1469782E+00   0.3430164E+00
  4.423924   0.0000000E+00   0.1401454E+00   0.7339921E+00
  4.625012   0.0000000E+00   0.1334889E+00   0.1391470E+01
  4.826099   0.0000000E+00   0.1269640E+00   0.2282283E+01
  5.027187   0.0000000E+00   0.1204705E+00   0.0000000E+00
  5.228274   0.0000000E+00   0.1140363E+00   0.0000000E+00
  5.429361   0.0000000E+00   0.1074741E+00   0.0000000E+00
  5.630449   0.0000000E+00   0.1006300E+00   0.0000000E+00
  5.831536   0.0000000E+00   0.9336362E-01   0.0000000E+00
  6.032624   0.0000000E+00   0.8542207E-01   0.0000000E+00
  6.233711   0.0000000E+00   0.7631860E-01   0.0000000E+00
