\cite{Bowman_2}
Total Kinetic Energy (MeV) : Average Neutron Multiplicity : error
162.0	8.0	0.692
164.0	7.17	0.483
165.0	7.9	0.386
167.0	6.65	0.273
169.0	6.54	0.16
170.0	5.87	0.144
172.0	5.91	0.112
174.0	5.41	
176.0	4.9	
177.0	4.91	
179.0	4.4	
181.0	4.22	
182.0	3.88	
184.0	3.64	
186.0	3.39	
188.0	3.08	
190.0	2.98	
191.0	2.69	
193.0	2.68	
195.0	2.36	
197.0	2.32	
198.0	2.16	
200.0	2.07	
