#  n+238U
# Incident Energy =   13.02464
# Particle spectrum from Pre-equilibrium emission from 239U
# num energy points =  128
#  E (MeV)               g               n               p
  0.000000   0.0000000E+00   0.0000000E+00   0.0000000E+00
  0.201087   0.0000000E+00   0.2495007E-01   0.1252737E-09
  0.402175   0.0000000E+00   0.4722887E-01   0.1156779E-09
  0.603262   0.0000000E+00   0.6188760E-01   0.1069499E-09
  0.804350   0.0000000E+00   0.7806338E-01   0.9900356E-10
  1.005437   0.0000000E+00   0.1012555E+00   0.9176146E-10
  1.206525   0.0000000E+00   0.1264054E+00   0.8515370E-10
  1.407612   0.0000000E+00   0.1436314E+00   0.7911734E-10
  1.608700   0.0000000E+00   0.1507750E+00   0.7359578E-10
  1.809787   0.0000000E+00   0.1515972E+00   0.6853811E-10
  2.010875   0.0000000E+00   0.1487688E+00   0.6386414E-10
  2.211962   0.0000000E+00   0.1442102E+00   0.6004314E-10
  2.413050   0.0000000E+00   0.1393207E+00   0.6529395E-10
  2.614137   0.0000000E+00   0.1348396E+00   0.1497235E-09
  2.815224   0.0000000E+00   0.1309268E+00   0.7455048E-09
  3.016312   0.0000000E+00   0.1273595E+00   0.4034140E-08
  3.217399   0.0000000E+00   0.1239501E+00   0.1928488E-07
  3.418487   0.0000000E+00   0.1206006E+00   0.7957767E-07
  3.619574   0.0000000E+00   0.1172878E+00   0.2882510E-06
  3.820662   0.0000000E+00   0.1140722E+00   0.9319769E-06
  4.021749   0.0000000E+00   0.1110174E+00   0.2726097E-05
  4.222837   0.0000000E+00   0.1081854E+00   0.7300213E-05
  4.423924   0.0000000E+00   0.1055934E+00   0.1805757E-04
  4.625012   0.0000000E+00   0.1032667E+00   0.4152731E-04
  4.826099   0.0000000E+00   0.1012102E+00   0.8972144E-04
  5.027187   0.0000000E+00   0.9942787E-01   0.1830614E-03
  5.228274   0.0000000E+00   0.9790633E-01   0.3659440E-03
  5.429361   0.0000000E+00   0.9662876E-01   0.3525382E-02
  5.630449   0.0000000E+00   0.9553762E-01   0.4150141E-02
  5.831536   0.0000000E+00   0.9461360E-01   0.6870934E-02
  6.032624   0.0000000E+00   0.9372880E-01   0.8637203E-02
