E(MeV)      PFNS    Unc.(PFNS)  Unc.(%)    
0.0106101 0.0862354565795 0.103824026374 120.395983847
0.0119047 0.0882513995938 0.0996766559486 112.946260804
0.0133574 0.107674098506 0.0921044328638 85.5400083603
0.0149871 0.088936014789 0.0822775990106 92.5132514716
0.0168159 0.0409219257298 0.0773242067158 188.955444635
0.0188677 -0.00696880230419 0.0699095161932 -1003.17835321
0.0211699 0.00211515891711 0.0642430817747 3037.26974154
0.023753 0.167681567931 0.0576065191976 34.3547116767
0.0266513 0.169101729902 0.054560455361 32.2648712067
0.0299033 0.0819021266631 0.0484522783178 59.1587548357
0.033552 0.0733302232586 0.0452039095066 61.6443091237
0.037646 0.134393042405 0.0439981339552 32.7384016076
0.0422396 0.126470812763 0.0401606170504 31.7548501295
0.0473935 0.1703234956 0.0393213119858 23.0862523383
0.0531764 0.204940980035 0.0381505370901 18.6153775022
0.0596649 0.139752702887 0.035032695259 25.0676334235
0.0669452 0.169928479739 0.0350544300148 20.6289316944
0.0751137 0.222999778605 0.0343770399972 15.415728308
0.0842789 0.200013645758 0.0338549912995 16.926340786
0.0945625 0.219278812107 0.0328681030976 14.9891833058
0.106101 0.22104009722 0.0290246046933 13.130922877
0.119048 0.222167106491 0.0260157327549 11.7099840592
0.133574 0.252895431767 0.0241621785697 9.55421709318
0.149871 0.239454232398 0.0216426051385 9.03830553412
0.168158 0.243609301783 0.0181725655076 7.45971741414
0.188677 0.259591750117 0.0152269434851 5.86572704189
0.211699 0.269963433433 0.0127385804525 4.71863181264
0.23753 0.287058085345 0.011153364628 3.88540340699
0.266513 0.289727255487 0.0109713730627 3.78679356358
0.299033 0.28972666326 0.0119660786699 4.13012683585
0.33552 0.283186100789 0.0131401700406 4.64011828404
0.37646 0.30657435623 0.0152634839328 4.978721678
0.422396 0.298074112374 0.0175112840829 5.87480876597
0.473936 0.322833967116 0.0206599809759 6.39956853379
0.531764 0.346130158372 0.100740682386 29.1048554854
0.596649 0.306164741462 0.0763920347676 24.9512842017
0.669451 0.328745236158 0.0491950863049 14.9645016548
0.751137 0.32718001065 0.030713483128 9.38733483963
0.84279 0.336587600476 0.0219022212155 6.50713846397
0.945626 0.305718384962 0.0171669834885 5.61529313672
1.06101 0.309488398093 0.0155226978984 5.01559929032
1.19048 0.292943469524 0.0139557271392 4.76396594942
1.33574 0.279968250202 0.0128246704418 4.58075886554
1.49871 0.26253236895 0.0117660283452 4.48174386734
1.68159 0.245924914813 0.010927688221 4.44350594949
1.88677 0.204647528593 0.0094598706736 4.62251889316
2.11699 0.195284103463 0.00894214088669 4.57904188212
1.88677 0.224788893164 0.00824874616251 3.66955237262
2.11699 0.213237473445 0.00779503183632 3.65556377609
2.3753 0.188248081083 0.00690375947781 3.66737309517
2.66514 0.16177686913 0.00597839040095 3.695454383
2.99033 0.135429555136 0.00502616024656 3.71127280268
3.3552 0.110963838148 0.00415338172341 3.74300474166
3.7646 0.0878230033354 0.00333589472947 3.79842934399
4.22396 0.0659025634199 0.00259713249873 3.94086718931
4.73935 0.0487663192967 0.00203554434949 4.17407829594
5.31764 0.0331412998799 0.00154476801381 4.6611569836
5.96649 0.0222865170853 0.00120518848753 5.40770225746
6.69451 0.0132933424254 0.000939014372083 7.06379435687
7.51137 0.00805722469735 0.000771447338332 9.57460375389
8.42789 0.00447023010412 0.00064241422183 14.3709430357
9.45625 0.00271699138435 0.000540622136601 19.8978230006
10.6101 0.000842663059231 0.000438929169738 52.0883364863
11.9047 0.00102884865229 0.000388412667871 37.7521676301
13.3574 0.000602756963084 0.000320170497991 53.1176772065
14.9871 0.00326436430775 0.000435462504843 13.3398868444
