E(MeV)      PFNS    Unc.(PFNS)  Unc.(%)    
0.0106101 0.298681121222 0.150957188959 50.5412556178
0.0119047 0.037965648904 0.127087484798 334.743349493
0.0133574 0.0553879738229 0.113349401977 204.646233024
0.0149871 0.123799728356 0.0985053297363 79.5682923095
0.0168159 0.0878731400733 0.0903404383765 102.807795762
0.0188677 0.11497610093 0.0801768280552 69.7334727883
0.0211699 0.109162992107 0.0710996583312 65.1316503506
0.023753 0.0322575113313 0.0589162400159 182.643476153
0.0266513 0.100893840363 0.0541247644827 53.645261483
0.0299033 0.117592088759 0.0482329864601 41.0172035969
0.033552 0.0944747180544 0.0440394679275 46.6150826744
0.037646 0.122787336327 0.0409207199378 33.326498613
0.0422396 0.124656914585 0.0365735950546 29.3394034149
0.0473935 0.151813190411 0.0343457402025 22.6236864594
0.0531764 0.187007586448 0.0322110680691 17.2244713067
0.0596649 0.16883666012 0.029979184975 17.7563243395
0.0669452 0.158714516997 0.0287925122352 18.1410703822
0.0751137 0.177438734229 0.0267988285763 15.1031445827
0.0842789 0.198586413011 0.0265636503226 13.3763684634
0.0945625 0.22529662026 0.0251394890139 11.1583959781
0.106101 0.216063652348 0.0214498561804 9.92756345052
0.119048 0.200097596197 0.0185115497425 9.25126043206
0.133574 0.221944293466 0.0164108214729 7.39411733305
0.149871 0.239641901343 0.0146412976406 6.10965676641
0.168158 0.257809273339 0.0119995409099 4.65442563585
0.188677 0.251045973284 0.00935268963772 3.72548880803
0.211699 0.264922082637 0.00747126360866 2.82017396749
0.23753 0.27959376981 0.00625846653395 2.23841416001
0.266513 0.271972098749 0.00595599294124 2.18992792593
0.299033 0.270720974136 0.00647261499412 2.39088050521
0.33552 0.285403916691 0.00736569996938 2.58079848895
0.37646 0.294893388845 0.00834687312175 2.83047143052
0.422396 0.291635844218 0.00968318320876 3.32029940789
0.473936 0.304764951612 0.0112546715494 3.69290218245
0.531764 0.331680026633 0.0486099781262 14.6556844618
0.596649 0.302837576595 0.036492321099 12.0501298119
0.669451 0.312284339299 0.0244415005067 7.82668146651
0.751137 0.336548492922 0.0171255749673 5.08859059765
0.84279 0.322073969696 0.0129807253983 4.03035532817
0.945626 0.315350671369 0.0110344612951 3.49910822994
1.06101 0.306781595169 0.00988889210265 3.22343069414
1.19048 0.290755698901 0.00906619215551 3.11814770606
1.33574 0.275887623496 0.00829785158821 3.0076925826
1.49871 0.26039995722 0.0077356601702 2.97068411716
1.68159 0.245226831462 0.00718035400791 2.92804582806
1.88677 0.223149596295 0.0065918330664 2.95399730757
2.11699 0.200527384747 0.00594688357367 2.96562166867
1.88677 0.228022969014 0.00785385158254 3.44432476101
2.11699 0.201404426651 0.00698057353914 3.46594841793
2.3753 0.178731492596 0.00621176491446 3.47547308214
2.66514 0.153939298053 0.00537251618688 3.49002253151
2.99033 0.129436697053 0.00450621660107 3.48140574015
3.3552 0.106298255898 0.00369466596084 3.47575407481
3.7646 0.0852740965458 0.00295561328022 3.46601535512
4.22396 0.0661019252447 0.00230584502737 3.48831750184
4.73935 0.0497639536785 0.00176730060999 3.55136696214
5.31764 0.0357436432202 0.00131494553753 3.67882347479
5.96649 0.0249198148496 0.000966786056093 3.8795876371
6.69451 0.0165385296163 0.000708988887848 4.28689190816
7.51137 0.00999736656712 0.000518731738174 5.18868378679
8.42789 0.00643489300579 0.000412417716438 6.40908428574
9.45625 0.00450631617479 0.000349055644837 7.74591997761
10.6101 0.00318956171484 0.00031227643502 9.79057509899
11.9047 0.00182204125776 0.000260976888757 14.3233248778
13.3574 0.00127828581616 0.000229811976693 17.9781371104
14.9871 0.00195342047196 0.000255664631261 13.088049139
