E(MeV)      PFNS    Unc.(PFNS)  Unc.(%)    
0.0106101 -0.0601956912205 0.108428597668 -180.126842087
0.0119047 0.200079313438 0.107844492995 53.9008711807
0.0133574 0.193164526724 0.0994256058763 51.4719796448
0.0149871 0.0587512979211 0.0869371268979 147.974819237
0.0168159 0.128296183354 0.0835566056675 65.1278966239
0.0188677 0.167600994307 0.0772777891575 46.1081925421
0.0211699 0.0399995003474 0.0689262037396 172.317661823
0.023753 0.159030215275 0.0609142140618 38.3035475091
0.0266513 0.0923033570374 0.0564735366756 61.182538196
0.0299033 0.0905034996152 0.0517831020588 57.2166847459
0.033552 0.12929459483 0.0494353223462 38.2346395927
0.037646 0.1202699924 0.0467593079147 38.8786155062
0.0422396 0.15647460297 0.0435606865115 27.8388222017
0.0473935 0.180618007746 0.042160317169 23.3422556782
0.0531764 0.163396799045 0.0396896037984 24.2903190456
0.0596649 0.159985405475 0.0379363636096 23.7123902002
0.0669452 0.218111847234 0.0386399442383 17.7156558565
0.0751137 0.192490892265 0.0359736237215 18.6884809449
0.0842789 0.251683664648 0.0373883178299 14.8552818802
0.0945625 0.162310710124 0.0336851189017 20.753478853
0.106101 0.237617609096 0.0312234202545 13.1401962899
0.119048 0.290155539867 0.0291889947929 10.0597751145
0.133574 0.24710838386 0.0253812003768 10.2712825766
0.149871 0.243829741351 0.0229343821975 9.40590022791
0.168158 0.297911289123 0.0202659623616 6.8026835845
0.188677 0.325885333848 0.0172158369138 5.28278971949
0.211699 0.315556066329 0.0140618569144 4.45621504855
0.23753 0.308120771963 0.0118961622631 3.86087643079
0.266513 0.324460266633 0.0119120923905 3.67135628474
0.299033 0.311204918729 0.0127650951448 4.10182949452
0.33552 0.312816454877 0.0141775047 4.53221193418
0.37646 0.316278479085 0.0160452812703 5.07314987623
0.422396 0.347770735676 0.0192661925029 5.53991193807
0.473936 0.3284705836 0.0216636149382 6.59529833716
0.531764 0.35515493519 0.0682591762503 19.2195488467
0.596649 0.322243247487 0.0521764661012 16.1916398584
0.669451 0.373003507564 0.0365243759035 9.7919658027
0.751137 0.348754566267 0.024931373194 7.14868724468
0.84279 0.310620333759 0.0187224436201 6.02743657943
0.945626 0.313131336189 0.0163334349791 5.21616110922
1.06101 0.321424037765 0.0153923093952 4.78878602305
1.19048 0.299776157622 0.0139376427614 4.64934999234
1.33574 0.277093322109 0.0126319669607 4.55874102795
1.49871 0.268283103498 0.0118492852977 4.41670949203
1.68159 0.247549859981 0.0109327794851 4.41639493793
1.88677 0.213058295352 0.00966250560564 4.53514639722
2.11699 0.197450822417 0.00895692365395 4.536280753
1.88677 0.225792150887 0.00791632319687 3.50602231555
2.11699 0.201595105346 0.00710698468952 3.52537561728
2.3753 0.179724479646 0.00635277858795 3.53473194107
2.66514 0.155041474467 0.00550889380418 3.55317428649
2.99033 0.12967307898 0.00460747530653 3.55314714726
3.3552 0.105817914591 0.00376820591831 3.56102833142
3.7646 0.0825358081338 0.00295498461787 3.58024557424
4.22396 0.0636194425884 0.00231288297408 3.63549707445
4.73935 0.0452879380138 0.00171481887869 3.78648036077
5.31764 0.0327439115423 0.00130990135418 4.00044250208
5.96649 0.0201100191679 0.000918260214405 4.56618269102
6.69451 0.0130325095177 0.00070193491542 5.38603033029
7.51137 0.00741072167307 0.000536563746143 7.24037104366
8.42789 0.00396369681709 0.000427898449956 10.795438443
9.45625 0.00207042411703 0.000349048446243 16.8587896254
10.6101 0.00111177308652 0.000289737764375 26.0608723029
11.9047 0.000581836136704 0.000244293619234 41.9866700989
13.3574 0.000338850619878 0.00020173267181 59.5343965677
14.9871 0.00183851473553 0.000251136126293 13.6597287712
