\cite{Shengyao}
Mass Number (A) : Average Neutron Multiplicity : error
        83.      1.153      0.062
        85.      1.089      0.055
        88.      1.279      0.049
        90.      1.407      0.037
        92.      1.343      0.049
        94.      1.360
        96.      1.333
        98.      1.294
       100.      1.348
       102.      1.445
       105.      1.603
       106.      1.879
       109.      2.118
       110.      2.363
       113.      2.626
       114.      2.822
       117.      3.073
       119.      3.392
       121.      3.699
       122.      3.747
       125.      3.405
       127.      0.948      0.049
       130.      0.557      0.049
       132.      0.667
       133.      0.980
       136.      1.200
       138.      1.420
       140.      1.573
       142.      1.694
       144.      1.766
       146.      1.931
       148.      2.096
       150.      2.180
       152.      2.357
       154.      2.584
       156.      2.681
       158.      2.852      0.055
       160.      2.967      0.068
       162.      3.354      0.055
       164.      3.599      0.049
       166.      3.591      0.080
