\cite{Shengyao}
Charge Number (Z) : Average Neutron Multiplicity : error
38.0	1.94	0.11
39.0	1.39	0.08
40.0	1.87	0.08
41.0	2.01	0.04
42.0	2.06	0.05
43.0	2.52	0.06
44.0	2.57	0.08
45.0	2.55	0.08
46.0	2.64	0.09
52.0	1.45	0.11
53.0	1.39	0.1
54.0	1.56	0.09
55.0	1.42	0.07
56.0	1.6	0.07
57.0	1.74	0.06
58.0	1.9	0.07
59.0	1.88	0.07
60.0	1.92	0.09
