\cite{Göök data}
Mass Number(A) : Average Counts : error
 76.       2.16233    0.74172
 77.       4.1115     1.11704
 78.       1.7684     0.53077
 79.       1.60543    0.42889
 80.       1.80501    0.3586
 81.       0.80788    0.16081
 82.       0.95586    0.13955
 83.       0.4392     0.0616
 84.       0.61041    0.06674
 85.       0.7718     0.06281
 86.       0.74525    0.05436
 87.       0.90128    0.04732
 88.       0.95441    0.03755
 89.       1.11577    0.03587
 90.       1.04971    0.02936
 91.       1.21866    0.0289
 92.       1.27483    0.02699
 93.       1.28073    0.02401
 94.       1.32756    0.02183
 95.       1.29654    0.0192
 96.       1.30102    0.01702
 97.       1.31116    0.01548
 98.       1.31062    0.01406
 99.       1.28952    0.01271
100.       1.33053    0.01164
101.       1.35699    0.01057
102.       1.38134    0.00967
103.       1.427      0.00913
104.       1.51329    0.00881
105.       1.59277    0.00852
106.       1.69406    0.00841
107.       1.83749    0.0086
108.       1.9437     0.00879
109.       2.08797    0.00929
110.       2.20219    0.00979
111.       2.30898    0.0103
112.       2.41446    0.01091
113.       2.51671    0.01159
114.       2.63922    0.01248
115.       2.74917    0.01344
116.       2.92158    0.01478
117.       3.03437    0.0162
118.       3.17328    0.01817
119.       3.3022     0.02045
120.       3.42006    0.02352
121.       3.47903    0.02784
122.       3.61327    0.03496
123.       3.40019    0.04334
124.       3.0611     0.05121
125.       2.28644    0.05087
126.       2.07013    0.04723
127.       1.6667     0.04223
128.       1.12865    0.02681
129.       0.80941    0.01777
130.       0.68007    0.01207
131.       0.68273    0.01018
132.       0.75747    0.00929
133.       0.89421    0.0092
134.       1.02927    0.0091
135.       1.20079    0.00922
136.       1.29081    0.00899
137.       1.37445    0.00884
138.       1.4508     0.00867
139.       1.48742    0.00848
140.       1.51789    0.00826
141.       1.53614    0.00813
142.       1.56753    0.00803
143.       1.58954    0.00795
144.       1.64869    0.00807
145.       1.69002    0.00825
146.       1.78838    0.00882
147.       1.83909    0.00946
148.       1.90523    0.01028
149.       1.94237    0.011
150.       2.01047    0.01209
151.       2.11064    0.01368
152.       2.17327    0.01545
153.       2.23419    0.0174
154.       2.26435    0.01929
155.       2.34633    0.0215
156.       2.41317    0.02359
157.       2.50146    0.02653
158.       2.61485    0.03066
159.       2.59203    0.03388
160.       2.64942    0.03774
161.       2.72374    0.04084
162.       2.83135    0.04659
163.       2.89445    0.05234
164.       2.95012    0.06022
165.       2.87792    0.07323
166.       2.97329    0.09018
167.       3.12501    0.10851
168.       3.21477    0.12844
169.       3.37713    0.16217
170.       3.5169     0.2001
171.       3.59569    0.23169
172.       3.07515    0.27091
173.       3.70913    0.3724
174.       3.80035    0.46133
175.       6.4288     0.88332
176.       6.11969    1.08868
177.       6.41128    1.25867
178.       4.24945    1.06777
179.       7.46137    1.90345
180.       6.47045    2.00032
181.       11.1981    3.73478
182.       27.0384    11.1461
183.       15.1897    6.53112
184.       4.83429    3.08129
185.       8.11524    4.74632
186.       16.0946    8.56034
187.       104.436    116.875
188.       85.1739    95.2286
189.       27.1001    19.3684
190.       8.91959    10.2995
191.       19.2564    14.7672
192.       66.7122    81.9529
