E(MeV)      PFNS        Uncertainty
4.07E+00   3.01E+04
4.17E+00   2.74E+04
4.25E+00   2.67E+04
4.37E+00   2.55E+04
4.50E+00   2.38E+04
4.59E+00   2.19E+04
4.74E+00   2.04E+04
4.88E+00   1.97E+04
4.99E+00   1.79E+04
5.14E+00   1.59E+04
5.28E+00   1.50E+04
5.48E+00   1.38E+04
5.59E+00   1.18E+04
5.80E+00   1.14E+04
5.96E+00   1.00E+04
6.11E+00   9.15E+03
6.30E+00   8.03E+03
6.54E+00   7.05E+03
6.73E+00   5.98E+03
6.95E+00   5.19E+03
7.18E+00   4.34E+03
7.47E+00   3.81E+03
7.67E+00   3.05E+03
7.96E+00   2.49E+03
8.23E+00   1.97E+03
8.52E+00   1.63E+03
8.85E+00   1.38E+03
9.18E+00   9.69E+02
9.54E+00   6.96E+02   8.75E+01
9.92E+00   4.77E+02   7.93E+01
1.02E+01   4.50E+02   5.65E+01
1.07E+01   3.63E+02   4.57E+01
1.11E+01   2.58E+02   2.90E+01
1.16E+01   1.77E+02   2.46E+01
1.21E+01   1.44E+02   2.01E+01
1.26E+01   1.22E+02   1.54E+01
1.32E+01   1.11E+02   1.40E+01
1.38E+01   7.75E+01   1.18E+01
1.44E+01   6.57E+01   1.09E+01
1.52E+01   5.71E+01   9.49E+00
