E(MeV)      PFNS        Uncertainty
2.82E+00   4.15E+04
2.92E+00   3.90E+04
3.00E+00   3.71E+04
3.07E+00   3.49E+04
3.19E+00   3.32E+04
3.32E+00   3.16E+04
3.40E+00   3.01E+04
3.50E+00   2.83E+04
3.60E+00   2.63E+04
3.70E+00   2.47E+04
3.83E+00   2.29E+04
3.96E+00   2.16E+04
4.06E+00   2.03E+04
4.14E+00   1.81E+04
4.32E+00   1.73E+04
4.46E+00   1.56E+04
4.59E+00   1.45E+04
4.79E+00   1.33E+04
4.95E+00   1.21E+04
5.13E+00   1.11E+04
5.28E+00   9.83E+03
5.45E+00   8.80E+03
5.63E+00   8.07E+03
5.78E+00   7.41E+03
5.98E+00   6.47E+03
6.17E+00   5.72E+03
6.34E+00   5.06E+03
6.52E+00   4.58E+03
6.72E+00   3.95E+03
6.97E+00   3.28E+03
7.16E+00   2.76E+03
7.41E+00   2.33E+03
7.68E+00   1.71E+03
7.97E+00   1.40E+03
8.25E+00   1.11E+03
8.52E+00   9.37E+02
8.77E+00   7.99E+02   8.26E+01
9.16E+00   5.52E+02   8.79E+01
9.48E+00   4.11E+02   4.25E+01
9.86E+00   3.17E+02   4.60E+01
1.02E+01   2.36E+02   4.79E+01
1.06E+01   1.89E+02   3.56E+01
1.11E+01   1.44E+02   2.29E+01
1.15E+01   9.38E+01   1.90E+01
1.20E+01   7.90E+01   1.48E+01
1.26E+01   6.49E+01   1.31E+01
1.32E+01   4.65E+01   1.01E+01
1.38E+01   3.68E+01   8.57E+00
1.45E+01   3.21E+01   7.49E+00
