# n+239Pu
# Incident Energy =   12.50000
# Particle spectrum from Pre-equilibrium emission from 240P
# num energy points =  138
#  E (MeV)               g               n               p
  0.000000   0.0000000E+00   0.0000000E+00   0.0000000E+00
  0.199167   0.0000000E+00   0.2909632E-01   0.2906933E-10
  0.398333   0.0000000E+00   0.5267709E-01   0.2676342E-10
  0.597500   0.0000000E+00   0.6682515E-01   0.2466627E-10
  0.796667   0.0000000E+00   0.8407539E-01   0.2275822E-10
  0.995833   0.0000000E+00   0.1084586E+00   0.2102134E-10
  1.195000   0.0000000E+00   0.1308406E+00   0.1943939E-10
  1.394167   0.0000000E+00   0.1435297E+00   0.1799759E-10
  1.593333   0.0000000E+00   0.1482678E+00   0.1668256E-10
  1.792500   0.0000000E+00   0.1479990E+00   0.1548215E-10
  1.991667   0.0000000E+00   0.1446501E+00   0.1438365E-10
  2.190833   0.0000000E+00   0.1399941E+00   0.1337928E-10
  2.390000   0.0000000E+00   0.1351753E+00   0.1288597E-10
  2.589167   0.0000000E+00   0.1308454E+00   0.1782053E-10
  2.788333   0.0000000E+00   0.1270320E+00   0.5880163E-10
  2.987500   0.0000000E+00   0.1235591E+00   0.2976818E-09
  3.186667   0.0000000E+00   0.1203257E+00   0.1454517E-08
  3.385833   0.0000000E+00   0.1172737E+00   0.6251530E-08
  3.585000   0.0000000E+00   0.1144008E+00   0.2353921E-07
  3.784167   0.0000000E+00   0.1117114E+00   0.7887884E-07
  3.983333   0.0000000E+00   0.1092312E+00   0.2388308E-06
  4.182500   0.0000000E+00   0.1069927E+00   0.6617192E-06
  4.381667   0.0000000E+00   0.1050065E+00   0.1698343E-05
  4.580833   0.0000000E+00   0.1032557E+00   0.4058007E-05
  4.780000   0.0000000E+00   0.1017334E+00   0.9076950E-05
  4.979167   0.0000000E+00   0.1004581E+00   0.1918770E-04
  5.178333   0.0000000E+00   0.9941151E-01   0.3847516E-04
  5.377500   0.0000000E+00   0.9854681E-01   0.7615273E-04
  5.576667   0.0000000E+00   0.9783028E-01   0.6920708E-03
  5.775833   0.0000000E+00   0.9720595E-01   0.1023886E-02
  5.975000   0.0000000E+00   0.9658493E-01   0.1464180E-02
  6.174167   0.0000000E+00   0.9588463E-01   0.2217118E-02
  6.373333   0.0000000E+00   0.9502775E-01   0.3248493E-02
  6.572500   0.0000000E+00   0.9393884E-01   0.4911938E-02
  6.771667   0.0000000E+00   0.9258938E-01   0.6659708E-02
  6.970833   0.0000000E+00   0.9094683E-01   0.9783838E-02
  7.170000   0.0000000E+00   0.8900795E-01   0.1413338E-01
