# n+239Pu
# Incident Energy =    6.90000
# Particle spectrum from Pre-equilibrium emission from 240P
# num energy points =  138
#  E (MeV)               g               n               p
  0.000000   0.0000000E+00   0.0000000E+00   0.0000000E+00
  0.199167   0.0000000E+00   0.6130535E-01   0.1686830E-06
  0.398333   0.0000000E+00   0.1084713E+00   0.1521510E-06
  0.597500   0.0000000E+00   0.1347349E+00   0.1375901E-06
  0.796667   0.0000000E+00   0.1662597E+00   0.1247210E-06
  0.995833   0.0000000E+00   0.2106663E+00   0.1133062E-06
  1.195000   0.0000000E+00   0.2499285E+00   0.1031437E-06
  1.394167   0.0000000E+00   0.2698805E+00   0.9406169E-07
  1.593333   0.0000000E+00   0.2746167E+00   0.8591406E-07
  1.792500   0.0000000E+00   0.2701200E+00   0.7857630E-07
  1.991667   0.0000000E+00   0.2601789E+00   0.7193348E-07
  2.190833   0.0000000E+00   0.2480809E+00   0.6590583E-07
  2.390000   0.0000000E+00   0.2358998E+00   0.6247952E-07
  2.589167   0.0000000E+00   0.2246701E+00   0.8496979E-07
  2.788333   0.0000000E+00   0.2143485E+00   0.2753572E-06
  2.987500   0.0000000E+00   0.2045552E+00   0.1366838E-05
  3.186667   0.0000000E+00   0.1950552E+00   0.6535404E-05
  3.385833   0.0000000E+00   0.1856963E+00   0.2742018E-04
  3.585000   0.0000000E+00   0.1764211E+00   0.1004906E-03
  3.784167   0.0000000E+00   0.1671811E+00   0.3265839E-03
  3.983333   0.0000000E+00   0.1579537E+00   0.9548725E-03
  4.182500   0.0000000E+00   0.1486967E+00   0.2541063E-02
  4.381667   0.0000000E+00   0.1393844E+00   0.6224010E-02
  4.580833   0.0000000E+00   0.1298540E+00   0.1407574E-01
  4.780000   0.0000000E+00   0.1199787E+00   0.2948673E-01
  4.979167   0.0000000E+00   0.1096323E+00   0.5756921E-01
  5.178333   0.0000000E+00   0.9860306E-01   0.1046069E+00
  5.377500   0.0000000E+00   0.8660259E-01   0.1825636E+00
  5.576667   0.0000000E+00   0.7322185E-01   0.1401925E+01
  5.775833   0.0000000E+00   0.5817004E-01   0.1632945E+01
  5.975000   0.0000000E+00   0.4075249E-01   0.1587564E+01
  6.174167   0.0000000E+00   0.0000000E+00   0.0000000E+00
  6.373333   0.0000000E+00   0.0000000E+00   0.0000000E+00
  6.572500   0.0000000E+00   0.0000000E+00   0.0000000E+00
  6.771667   0.0000000E+00   0.0000000E+00   0.0000000E+00
