# n+239Pu
# Incident Energy =   17.70000
# Particle spectrum from Pre-equilibrium emission from 240P
# num energy points =  138
#  E (MeV)               g               n               p
  0.000000   0.0000000E+00   0.0000000E+00   0.0000000E+00
  0.199167   0.0000000E+00   0.1746060E-01   0.1529464E-11
  0.398333   0.0000000E+00   0.3219704E-01   0.1433386E-11
  0.597500   0.0000000E+00   0.4157454E-01   0.1343873E-11
  0.796667   0.0000000E+00   0.5320601E-01   0.1260480E-11
  0.995833   0.0000000E+00   0.6976924E-01   0.1182786E-11
  1.195000   0.0000000E+00   0.8549688E-01   0.1110401E-11
  1.394167   0.0000000E+00   0.9520368E-01   0.1042957E-11
  1.593333   0.0000000E+00   0.9976084E-01   0.9801123E-12
  1.792500   0.0000000E+00   0.1009422E+00   0.9215454E-12
  1.991667   0.0000000E+00   0.9993959E-01   0.8668527E-12
  2.190833   0.0000000E+00   0.9791440E-01   0.8158831E-12
  2.390000   0.0000000E+00   0.9564776E-01   0.7946424E-12
  2.589167   0.0000000E+00   0.9360784E-01   0.1110680E-11
  2.788333   0.0000000E+00   0.9183194E-01   0.3702042E-11
  2.987500   0.0000000E+00   0.9020918E-01   0.1892240E-10
  3.186667   0.0000000E+00   0.8867826E-01   0.9330877E-10
  3.385833   0.0000000E+00   0.8720685E-01   0.4045741E-09
  3.585000   0.0000000E+00   0.8580281E-01   0.1536252E-08
  3.784167   0.0000000E+00   0.8447891E-01   0.5189959E-08
  3.983333   0.0000000E+00   0.8326387E-01   0.1583889E-07
  4.182500   0.0000000E+00   0.8219221E-01   0.4422442E-07
  4.381667   0.0000000E+00   0.8128191E-01   0.1143712E-06
  4.580833   0.0000000E+00   0.8052961E-01   0.2753476E-06
  4.780000   0.0000000E+00   0.7993924E-01   0.6205651E-06
  4.979167   0.0000000E+00   0.7953471E-01   0.1321837E-05
  5.178333   0.0000000E+00   0.7931117E-01   0.2671153E-05
  5.377500   0.0000000E+00   0.7924025E-01   0.5329075E-05
  5.576667   0.0000000E+00   0.7930385E-01   0.4882906E-04
  5.775833   0.0000000E+00   0.7946484E-01   0.7285920E-04
  5.975000   0.0000000E+00   0.7965785E-01   0.1051250E-03
  6.174167   0.0000000E+00   0.7982055E-01   0.1606888E-03
  6.373333   0.0000000E+00   0.7989276E-01   0.2377958E-03
  6.572500   0.0000000E+00   0.7981333E-01   0.3633933E-03
  6.771667   0.0000000E+00   0.7955848E-01   0.4983064E-03
  6.970833   0.0000000E+00   0.7909930E-01   0.7410127E-03
  7.170000   0.0000000E+00   0.7843051E-01   0.1084531E-02
  7.369167   0.0000000E+00   0.7761667E-01   0.1553091E-02
  7.568333   0.0000000E+00   0.7663415E-01   0.2156787E-02
  7.767500   0.0000000E+00   0.7552770E-01   0.2949308E-02
  7.966667   0.0000000E+00   0.7433195E-01   0.3968873E-02
  8.165833   0.0000000E+00   0.7304174E-01   0.5236131E-02
  8.365000   0.0000000E+00   0.7171242E-01   0.6829177E-02
  8.564167   0.0000000E+00   0.7034494E-01   0.8797002E-02
  8.763333   0.0000000E+00   0.6894651E-01   0.1119861E-01
  8.962500   0.0000000E+00   0.6754243E-01   0.1407218E-01
  9.161667   0.0000000E+00   0.6613259E-01   0.1747362E-01
  9.360833   0.0000000E+00   0.6472416E-01   0.2145238E-01
  9.560000   0.0000000E+00   0.6333362E-01   0.2607186E-01
  9.759167   0.0000000E+00   0.6195717E-01   0.3137462E-01
  9.958333   0.0000000E+00   0.6059501E-01   0.3740119E-01
 10.157500   0.0000000E+00   0.5924792E-01   0.4416425E-01
 10.356667   0.0000000E+00   0.5791178E-01   0.5166870E-01
 10.555833   0.0000000E+00   0.5658249E-01   0.5993527E-01
 10.755000   0.0000000E+00   0.5525655E-01   0.6895484E-01
 10.954167   0.0000000E+00   0.5392832E-01   0.7854402E-01
 11.153333   0.0000000E+00   0.5259196E-01   0.8871674E-01
 11.352500   0.0000000E+00   0.5124278E-01   0.9939671E-01
 11.551667   0.0000000E+00   0.4987793E-01   0.1104364E+00
 11.750833   0.0000000E+00   0.4849651E-01   0.1215353E+00
 11.950000   0.0000000E+00   0.4709208E-01   0.1326621E+00
 12.149167   0.0000000E+00   0.4566173E-01   0.1436700E+00
 12.348333   0.0000000E+00   0.4420634E-01   0.1543571E+00
 12.547500   0.0000000E+00   0.4273441E-01   0.1643636E+00
 12.746667   0.0000000E+00   0.4123641E-01   0.1736453E+00
 12.945833   0.0000000E+00   0.3971113E-01   0.1820433E+00
 13.145000   0.0000000E+00   0.3815792E-01   0.1894140E+00
 13.344167   0.0000000E+00   0.3659534E-01   0.1955707E+00
 13.543333   0.0000000E+00   0.3501199E-01   0.2004078E+00
 13.742500   0.0000000E+00   0.3340517E-01   0.2038243E+00
 13.941667   0.0000000E+00   0.3177388E-01   0.2057334E+00
 14.140833   0.0000000E+00   0.3012046E-01   0.2061283E+00
 14.340000   0.0000000E+00   0.2845152E-01   0.2050964E+00
 14.539167   0.0000000E+00   0.2675729E-01   0.2024361E+00
 14.738333   0.0000000E+00   0.2503524E-01   0.1980942E+00
 14.937500   0.0000000E+00   0.2328226E-01   0.1920263E+00
 15.136667   0.0000000E+00   0.2149639E-01   0.1842844E+00
 15.335833   0.0000000E+00   0.1967471E-01   0.1749613E+00
 15.535000   0.0000000E+00   0.1780889E-01   0.1638054E+00
 15.734167   0.0000000E+00   0.1589158E-01   0.1507267E+00
 15.933333   0.0000000E+00   0.1391329E-01   0.1356156E+00
 16.132500   0.0000000E+00   0.1186129E-01   0.1183306E+00
 16.331667   0.0000000E+00   0.9714380E-02   0.9878617E-01
 16.530833   0.0000000E+00   0.7452705E-02   0.7656655E-01
 16.730000   0.0000000E+00   0.5033843E-02   0.5116083E-01
 16.929167   0.0000000E+00   0.0000000E+00   0.0000000E+00
 17.128333   0.0000000E+00   0.0000000E+00   0.0000000E+00
 17.327500   0.0000000E+00   0.0000000E+00   0.0000000E+00
 17.526667   0.0000000E+00   0.0000000E+00   0.0000000E+00
